t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19
18.4533,7.004744591,3.733453315,1.371933584,0.543181391,0.278976538,0.522147217,-0.737404913,2.869640604,7.376939171,2.114759866,-14.99999775,14.99999626,-0.299999774,2.84433566,-31.48409392,-9.332358007,578.7583889,5.17E-06,11.57516137,6.879246988,4.753280964,4.946558739,6.678969277,0.009102784,4.25E-05,0.044997219,0.016860346,0.000136321,0.044939696,0.019941395,8.14E-05,0.045001729,0.021860705,3.31E-05,0.045010012,0.023165732,3.37E-05,0.045010227,0.025137931,7.61E-05,0.044971503,0.026401227,9.01E-05,0.045174411,0.027734735,8.70E-05,0.045053499,0.973921019,0.000748872,0.049320045,0.975746146,0.000144435,0.045203224,0.978164311,4.29E-05,0.045670081,0.978225822,4.39E-05,0.049816181,0.979081264,7.04E-05,0.044970611,0.9798011,8.94E-05,0.045151125,0.980324651,7.64E-05,0.045021537,0.984840158,0.000159909,0.044943378,0.986362997,7.99E-05,0.045001054,0.98822977,2.91E-05,0.045004632,0.990747448,2.61E-05,0.04500202,0.994622066,3.29E-05,0.044965493
18.5051,7.159641606,4.073811773,1.473931067,0.268049098,0.512995421,0.700932004,-0.603263432,3.017077009,5.744958222,1.631016216,14.9999974,14.99999653,0.299999797,-2.660448793,-4.214293728,-12.72001629,-578.7583926,-9.33E-05,-11.5751571,0.00012422,2.126090178,1.925812212,0.193401596,0.00906156,4.12E-05,0.044997701,0.016722662,0.000137684,0.044921945,0.019864471,7.69E-05,0.045002109,0.0218291,3.16E-05,0.045009322,0.023133595,3.21E-05,0.04500955,0.02506435,7.36E-05,0.044976498,0.026312158,8.91E-05,0.045170775,0.027652932,8.18E-05,0.045048685,0.973001204,0.000919815,0.051358273,0.975612222,0.000133924,0.045176805,0.97812318,4.11E-05,0.045613511,0.978183815,4.20E-05,0.049412834,0.979012852,6.84E-05,0.044975644,0.979712688,8.84E-05,0.045147488,0.980252159,7.25E-05,0.045020977,0.984681092,0.000159065,0.044925007,0.986286842,7.62E-05,0.045001755,0.98820189,2.79E-05,0.045004447,0.990722372,2.51E-05,0.045002034,0.994589319,3.27E-05,0.04497057
18.557,7.312750669,4.365279356,1.542069736,0.01228839,0.736502854,0.725765281,-0.349134015,2.879172397,5.526509913,0.971672984,-14.99999794,14.9999917,-0.299999553,-3.257976285,-3.55155445,-19.38409059,578.7575924,-578.75824,1.27E-07,3.858362977,1.929190048,1.50E-05,1.929187876,0.009021551,4.00E-05,0.044998105,0.016584331,0.000138331,0.044900953,0.019791195,7.33E-05,0.045002353,0.021798796,3.03E-05,0.045008742,0.023102813,3.08E-05,0.045008994,0.024993099,7.13E-05,0.044980088,0.026224476,8.77E-05,0.045165807,0.027575622,7.73E-05,0.045044698,0.971877579,0.001123625,0.054181765,0.975486486,0.000125736,0.045157267,0.978083583,3.96E-05,0.045566375,0.978143448,4.04E-05,0.049083665,0.978946289,6.66E-05,0.044979273,0.979625672,8.70E-05,0.0451428,0.980183085,6.91E-05,0.045020426,0.984523607,0.000157485,0.044903517,0.986213788,7.31E-05,0.045002247,0.988175036,2.69E-05,0.045004287,0.990698138,2.42E-05,0.04500204,0.994556688,3.26E-05,0.044974257
18.6088,7.457615961,4.646975233,1.56639513,0.009920131,0.730527841,0.73177211,-0.349224173,2.710294892,5.342414756,-0.033103163,14.99995592,-14.99999574,-0.299999546,-4.052660304,-6.56253732,-14.37323427,-578.7576026,-3.75E-05,11.57515698,0.778386545,2.51079454,2.711072063,0.585108731,0.008982729,3.88E-05,0.044998466,0.016445692,0.00013864,0.044873496,0.019721276,6.99E-05,0.045002548,0.021769694,2.91E-05,0.04500822,0.023073247,2.96E-05,0.045008506,0.024924105,6.90E-05,0.044982972,0.026138191,8.63E-05,0.04516088,0.027502447,7.32E-05,0.045041145,0.970485096,0.001392482,0.058312795,0.975368131,0.000118355,0.045140491,0.978045408,3.82E-05,0.045524295,0.97810456,3.89E-05,0.048796901,0.978881546,6.47E-05,0.044982196,0.979540063,8.56E-05,0.045138245,0.980117237,6.58E-05,0.045019804,0.984367848,0.00015576,0.044875659,0.986143687,7.01E-05,0.045002638,0.988149137,2.59E-05,0.045004137,0.990674672,2.35E-05,0.04500204,0.994524179,3.25E-05,0.044977246
18.6606,7.592216302,4.9161009,1.544295576,0.270807765,0.507526529,0.708834419,-0.599017538,2.500224867,5.002245021,-0.778141104,-14.99999847,-14.99999768,0.299999797,3.297326177,-31.52056225,-9.601641751,578.7584184,3.06E-06,-11.57516136,6.67897317,4.946562535,4.753284788,6.879250909,0.008945048,3.77E-05,0.044998785,0.016307015,0.000138676,0.044836733,0.019654412,6.69E-05,0.045002698,0.021741689,2.80E-05,0.045007754,0.023044761,2.85E-05,0.045008081,0.024857263,6.68E-05,0.044985288,0.026053264,8.49E-05,0.045156183,0.027433032,6.94E-05,0.04503802,0.968729608,0.001755488,0.063945684,0.975256351,0.00011178,0.045126259,0.978008538,3.69E-05,0.045487047,0.97806699,3.76E-05,0.048549441,0.978818566,6.30E-05,0.044984549,0.979455815,8.42E-05,0.045133982,0.98005438,6.29E-05,0.045019156,0.98421386,0.000153988,0.044838576,0.98607634,6.73E-05,0.04500294,0.988124114,2.50E-05,0.045003999,0.990651899,2.28E-05,0.045002037,0.994491797,3.24E-05,0.044979675
18.7125,7.723782162,5.13274592,1.486198472,0.547254728,0.277042815,0.527085237,-0.734234802,2.671142077,3.368373733,-1.275843101,14.99999821,-14.99999753,-0.299999774,5.055576047,-20.93713433,13.48365547,-578.7583847,1.04E-06,11.57516127,4.946566896,6.67897742,6.879255151,4.753289143,0.008908384,3.67E-05,0.044999042,0.016168626,0.000138389,0.044791132,0.019589886,6.45E-05,0.045002774,0.021714608,2.71E-05,0.045007369,0.023017159,2.76E-05,0.045007741,0.024792296,6.50E-05,0.044986955,0.025969859,8.34E-05,0.045150997,0.027366773,6.63E-05,0.0450355,0.966520217,0.002209391,0.070042342,0.975149441,0.00010691,0.045116117,0.977972769,3.58E-05,0.04545646,0.978030505,3.65E-05,0.048352118,0.978757141,6.14E-05,0.044986252,0.979373094,8.27E-05,0.045129389,0.979994052,6.03E-05,0.045018608,0.984061757,0.000152104,0.044792722,0.9860111,6.52E-05,0.04500314,0.98809983,2.43E-05,0.045003882,0.9906297,2.22E-05,0.045002033,0.994459511,3.23E-05,0.044981465
18.7643,7.86728638,5.275177642,1.434942434,0.670581215,-0.048640528,0.294570167,-0.809515888,2.933198334,2.283095419,-0.57691656,-14.99999672,-14.99999747,0.299999792,17.90918549,0.866423575,16.39532734,578.7583941,-5.55E-06,-11.57516156,6.678973696,4.946563145,4.753285365,6.879251409,0.008872575,3.58E-05,0.044999239,0.016030802,0.000137825,0.044739257,0.019526831,6.31E-05,0.045002776,0.021688265,2.63E-05,0.045007062,0.02299026,2.69E-05,0.045007477,0.024728863,6.34E-05,0.044988067,0.025888381,8.15E-05,0.045144555,0.027303029,6.37E-05,0.045033583,0.963790571,0.002729646,0.075240948,0.975045419,0.000104022,0.045110185,0.977937879,3.49E-05,0.045432362,0.977994886,3.56E-05,0.048198592,0.978697002,6.01E-05,0.044987395,0.979292296,8.08E-05,0.045123805,0.979935732,5.83E-05,0.045018212,0.983911599,0.000150157,0.044740648,0.985947126,6.40E-05,0.045003251,0.988076136,2.37E-05,0.045003789,0.99060796,2.17E-05,0.045002029,0.994427276,3.22E-05,0.044982704
18.8161,8.04316419,5.389233491,1.427412997,0.770997348,-0.336378316,0.019186163,-0.697961746,3.861522637,2.328006566,0.272936764,14.9999987,-14.99999776,-0.299999788,1.183947545,4.206589926,-5.985209905,-578.7584047,6.42E-07,11.57516127,0.193804886,1.926215476,2.126493205,0.000527132,0.008837603,3.50E-05,0.044999419,0.015893599,0.000137203,0.044670376,0.019464905,6.19E-05,0.045002754,0.021662629,2.56E-05,0.045006774,0.02296406,2.62E-05,0.045007216,0.024666894,6.20E-05,0.044989038,0.025809364,7.90E-05,0.045136509,0.027241665,6.14E-05,0.0450318,0.960364448,0.003426123,0.079800145,0.97494353,0.000101889,0.045105827,0.977903836,3.40E-05,0.045409795,0.97796013,3.48E-05,0.04804899,0.97863811,5.89E-05,0.044988393,0.979213954,7.83E-05,0.045116925,0.97987935,5.64E-05,0.045017778,0.983763207,0.000148392,0.04467161,0.985884102,6.30E-05,0.045003326,0.988053011,2.31E-05,0.045003698,0.990586683,2.13E-05,0.045002022,0.99439509,3.22E-05,0.044983803
18.868,8.245214527,5.514873254,1.434185129,0.685671751,-0.577764415,-0.289638074,-0.555186876,3.922892668,2.546055548,-0.037307151,-14.99999727,-14.99999773,0.299999778,0.97357552,5.690075956,-10.39640007,578.7583773,-2.14E-06,-11.57507165,1.92569698,0.193285038,8.77E-06,2.125973149,0.008803539,3.41E-05,0.044999607,0.015756978,0.000136621,0.044560913,0.019404206,6.07E-05,0.045002743,0.021637753,2.49E-05,0.045006472,0.022938623,2.54E-05,0.045006932,0.02460649,6.04E-05,0.044990057,0.025733087,7.63E-05,0.045127813,0.027182827,5.88E-05,0.045029909,0.95581993,0.004544518,0.083823839,0.974844006,9.95E-05,0.045101125,0.977870707,3.31E-05,0.045386324,0.977926316,3.38E-05,0.047889396,0.978580567,5.75E-05,0.04498944,0.979138344,7.56E-05,0.045109548,0.97982508,5.43E-05,0.045017201,0.983616311,0.000146896,0.044562021,0.985822159,6.19E-05,0.045003396,0.988030502,2.25E-05,0.045003599,0.990565915,2.08E-05,0.045002012,0.994362989,3.21E-05,0.044984954
18.9198,8.450294714,5.654515967,1.41918717,0.552068033,-0.757507452,-0.500566109,-0.260560974,3.973358046,2.841001166,-0.576205519,14.99999728,-14.99999784,-0.299995143,-2.715855231,4.342863897,-11.19603276,-1.54E-05,578.7583649,-8.97E-05,1.52E-05,1.68E-05,1.939690717,1.939692164,0.008770412,3.31E-05,0.044999788,0.015620937,0.000136041,0.044376367,0.019344871,5.93E-05,0.045002747,0.021613646,2.41E-05,0.045006173,0.022913951,2.47E-05,0.045006649,0.024547694,5.88E-05,0.044991056,0.02565946,7.36E-05,0.045119688,0.027126519,5.63E-05,0.045028039,0.949360836,0.006459094,0.086812087,0.974747161,9.68E-05,0.045095968,0.97783851,3.22E-05,0.04536324,0.977893447,3.29E-05,0.047733249,0.978524429,5.61E-05,0.044990464,0.979065371,7.30E-05,0.045102704,0.979772964,5.21E-05,0.045016551,0.983470712,0.000145599,0.044377377,0.98576147,6.07E-05,0.045003464,0.988008621,2.19E-05,0.045003497,0.990545665,2.03E-05,0.045001999,0.994330999,3.20E-05,0.044986085
18.9716,8.653287273,5.807861915,1.373718928,0.808416278,-0.511464578,-0.530806382,-0.028571348,3.832581437,3.066113922,-1.156552923,14.99999648,14.99999607,-0.299999793,-4.416133363,2.871429585,-7.300911097,1.03E-05,-578.7583816,11.5751616,2.126033564,1.932755768,0.200345259,6.76E-05,0.008738237,3.22E-05,0.044999959,0.015485487,0.00013545,0.044023752,0.019287021,5.78E-05,0.045002761,0.021590306,2.33E-05,0.045005883,0.02289003,2.39E-05,0.045006375,0.024490535,5.72E-05,0.04499201,0.02558833,7.11E-05,0.045112276,0.027072702,5.38E-05,0.04502623,0.939142907,0.010217928,0.088694094,0.974653269,9.39E-05,0.045090474,0.977807246,3.13E-05,0.045340909,0.977861509,3.19E-05,0.047583592,0.978469726,5.47E-05,0.044991445,0.978994883,7.05E-05,0.045096503,0.979722995,5.00E-05,0.045015859,0.983326244,0.000144468,0.044024685,0.985702189,5.93E-05,0.045003527,0.98798737,2.13E-05,0.045003394,0.990525928,1.97E-05,0.045001983,0.994299145,3.19E-05,0.044987176
19.0235,8.846226653,5.97146236,1.303405822,0.939005424,-0.140762685,-0.527759433,0.136402232,3.603670751,3.214954743,-1.534996332,14.99999701,-14.9999987,0.29999979,-25.96809001,-9.750612224,5.922714265,-1.11E-05,578.7584046,-11.57516125,4.75328546,4.953563223,6.685973814,6.879251533,0.008706993,3.12E-05,0.045000115,0.015350668,0.00013482,0.043237361,0.019230738,5.63E-05,0.045002781,0.021567704,2.26E-05,0.045005609,0.022866824,2.32E-05,0.045006118,0.024435001,5.55E-05,0.044992891,0.025519476,6.89E-05,0.045105744,0.027021244,5.15E-05,0.045024555,0.92002341,0.019119498,0.089622378,0.974562505,9.08E-05,0.045084859,0.977776883,3.04E-05,0.045320017,0.977830458,3.11E-05,0.047444646,0.978416455,5.33E-05,0.044992352,0.978926653,6.82E-05,0.04509108,0.979675079,4.79E-05,0.045015176,0.983182785,0.000143459,0.043238229,0.985644427,5.78E-05,0.045003582,0.987966729,2.06E-05,0.045003295,0.990506683,1.92E-05,0.045001966,0.994267447,3.17E-05,0.044988196
19.0753,8.995781169,6.129902048,1.230964288,0.915779222,0.199923967,-0.427840498,0.37146913,2.25761238,2.709530847,-1.227991885,14.99999644,14.99999726,-0.299999775,-5.042032394,-23.57602639,11.1049874,-0.000192714,-578.7583362,11.57515778,6.87925675,6.685979694,4.953569276,4.753290968,0.008676534,3.05E-05,0.045000232,0.015216557,0.00013411,0.04135276,0.019175962,5.48E-05,0.045002797,0.021545714,2.20E-05,0.045005383,0.022844206,2.26E-05,0.045005909,0.024380925,5.41E-05,0.044993594,0.025452314,6.72E-05,0.045101038,0.026971686,4.96E-05,0.045023259,0.875811542,0.044211868,0.089929061,0.974474724,8.78E-05,0.045079667,0.977747269,2.96E-05,0.045302938,0.977800141,3.03E-05,0.04733294,0.978364469,5.20E-05,0.044993081,0.978860102,6.66E-05,0.045087245,0.979628813,4.63E-05,0.045014651,0.98304027,0.000142515,0.041353533,0.98558814,5.63E-05,0.045003624,0.987946593,2.01E-05,0.045003212,0.990487847,1.88E-05,0.045001952,0.994235886,3.16E-05,0.044989037
19.1271,9.101408624,6.241135758,1.183906058,0.78822016,0.55332147,-0.246600527,0.460834421,1.99625816,1.487465318,-0.652363825,14.99998645,-14.99999516,0.29999961,3.821695963,-26.82669651,-3.859390243,-578.7581496,578.7583134,-2.09E-07,3.020906165,4.950080951,6.879256279,4.9500815,0.008646624,2.99E-05,0.045000303,0.015083231,0.000133326,0.037694843,0.019122261,5.37E-05,0.045002786,0.021524145,2.16E-05,0.045005225,0.022821988,2.22E-05,0.04500577,0.024327956,5.30E-05,0.044994027,0.025386331,6.60E-05,0.045097865,0.026923383,4.83E-05,0.045022466,0.754369757,0.121441785,0.089990594,0.974388997,8.57E-05,0.045076128,0.977718166,2.91E-05,0.045291091,0.977770325,2.98E-05,0.047258401,0.978313451,5.10E-05,0.04499354,0.978794712,6.54E-05,0.045084752,0.979583618,4.52E-05,0.045014375,0.982898634,0.000141635,0.037695369,0.985532886,5.53E-05,0.045003642,0.987926802,1.98E-05,0.045003156,0.990469288,1.86E-05,0.045001943,0.994204391,3.15E-05,0.044989601
19.179,9.210019091,6.282198574,1.144905794,0.784577755,0.551219722,-0.251424048,0.466922245,2.194356127,0.096900998,-0.852415679,-14.9999963,14.99999608,0.299999599,-5.235652172,-23.74095816,10.90955172,-3.10E-05,-578.7583785,-11.57515758,6.685979158,6.879256956,4.753291028,4.953568588,0.008617125,2.95E-05,0.045000346,0.014950699,0.000132532,0.034172841,0.019069034,5.32E-05,0.045002738,0.021502873,2.13E-05,0.045005109,0.022800047,2.19E-05,0.045005676,0.024275778,5.22E-05,0.044994248,0.025321577,6.48E-05,0.045094607,0.026875963,4.74E-05,0.045021954,0.442830053,0.311539704,0.089998579,0.974304031,8.50E-05,0.045074698,0.977689419,2.87E-05,0.045282498,0.977740856,2.95E-05,0.047207898,0.978263114,5.03E-05,0.044993784,0.978730534,6.42E-05,0.045082205,0.979539159,4.45E-05,0.045014236,0.98275775,0.000140884,0.03417304,0.985478028,5.49E-05,0.045003636,0.98790725,1.96E-05,0.045003117,0.990450921,1.84E-05,0.045001938,0.994172891,3.15E-05,0.044989941
19.2308,9.32131883,6.252814086,1.113675834,0.911232038,0.200843903,-0.437488437,0.373545585,1.922965607,-1.133713786,-0.286918047,-14.9999979,-14.99999854,-0.299999775,-26.21228539,-9.995202769,5.517324793,3.23E-06,578.7581593,11.57355412,4.95356597,4.753316043,6.879252522,6.686001608,0.008587904,2.92E-05,0.045000367,0.014818918,0.000131781,0.036306091,0.019015702,5.33E-05,0.045002653,0.021481783,2.11E-05,0.045005031,0.022778263,2.18E-05,0.045005624,0.024224091,5.17E-05,0.044994279,0.025258084,6.35E-05,0.045091319,0.026829083,4.69E-05,0.045021696,0.270972867,0.171857186,0.089995308,0.97421858,8.55E-05,0.045075246,0.977660883,2.85E-05,0.045276844,0.977711589,2.93E-05,0.047179595,0.978213177,4.99E-05,0.044993838,0.978667597,6.29E-05,0.045079648,0.979495128,4.40E-05,0.045014229,0.982617441,0.00014031,0.036306502,0.985422948,5.51E-05,0.045003609,0.987887839,1.94E-05,0.045003094,0.99043266,1.83E-05,0.045001938,0.994141311,3.16E-05,0.044990081
19.2827,9.388185069,6.17576224,1.107185163,0.937465517,-0.139082398,-0.534792346,0.135667223,0.564249346,-1.651816055,-0.000927001,-14.99999774,14.99998471,0.299916484,-19.70785153,10.64389241,13.00526885,578.7583545,-0.000111818,-11.57219211,6.679013109,4.946552427,4.753323876,6.879239089,0.008558753,2.92E-05,0.045000353,0.014687857,0.000131061,0.039682106,0.018961866,5.38E-05,0.045002538,0.02146071,2.11E-05,0.045005007,0.022756474,2.18E-05,0.045005631,0.02417258,5.15E-05,0.044994107,0.025195361,6.27E-05,0.045089396,0.026782215,4.69E-05,0.045021834,0.197943848,0.073029019,0.089973982,0.974131765,8.68E-05,0.045077189,0.977632348,2.85E-05,0.045275207,0.977682318,2.93E-05,0.047181551,0.978163337,4.98E-05,0.04499369,0.978605409,6.22E-05,0.045078293,0.979451038,4.41E-05,0.045014446,0.982477542,0.000139898,0.039682816,0.985367218,5.57E-05,0.045003564,0.987868427,1.94E-05,0.045003095,0.99041439,1.83E-05,0.045001944,0.994109562,3.17E-05,0.044990007
19.3345,9.386596445,6.103120637,1.121480541,1.075484808,-0.155630963,-0.146057056,0.026401169,-0.457308979,-1.100088898,0.673202325,14.99999563,14.99997892,-0.299929175,-3.984677437,-3.384468248,21.76678458,1.39E-05,-578.758048,11.57365927,6.879254609,6.686001886,4.953565839,4.753314147,0.008529503,2.92E-05,0.045000309,0.014557452,0.000130405,0.041079812,0.018907554,5.43E-05,0.04500242,0.021439532,2.12E-05,0.045005022,0.022734556,2.19E-05,0.045005681,0.024121083,5.15E-05,0.044993825,0.025132655,6.27E-05,0.045089488,0.026734927,4.73E-05,0.045022303,0.149537169,0.048406679,0.089940808,0.974043614,8.82E-05,0.045079106,0.977603658,2.87E-05,0.04527653,0.977652892,2.94E-05,0.047206193,0.978113426,4.99E-05,0.044993436,0.97854322,6.22E-05,0.045078722,0.979406491,4.45E-05,0.045014858,0.982337857,0.000139685,0.041080647,0.98531086,5.64E-05,0.045003514,0.987848908,1.95E-05,0.045003113,0.990396021,1.84E-05,0.045001955,0.994077598,3.20E-05,0.044989817
19.3863,9.357117323,6.047019249,1.186164178,1.054368178,0.270872916,-0.134383631,0.027845739,-0.663855106,-1.275523125,1.801485637,14.99999635,-14.99999856,0.299992534,-18.16441011,-17.77308229,10.50824727,-578.7583681,8.66E-07,0.000140089,4.939573915,6.879246909,6.879249337,4.939571579,0.00850009,2.94E-05,0.045000254,0.014427643,0.000129809,0.041896375,0.018852898,5.47E-05,0.045002309,0.021418207,2.13E-05,0.045005049,0.022712485,2.21E-05,0.045005739,0.024069595,5.15E-05,0.044993534,0.025069655,6.30E-05,0.045090423,0.026687041,4.79E-05,0.045022916,0.113218518,0.036318652,0.089894932,0.973954404,8.92E-05,0.045080591,0.977574761,2.89E-05,0.045278814,0.97762328,2.96E-05,0.047235574,0.978063411,5.00E-05,0.044993178,0.978480715,6.25E-05,0.045079928,0.979361324,4.52E-05,0.045015355,0.982198188,0.000139669,0.041897307,0.98525402,5.68E-05,0.045003466,0.987829247,1.97E-05,0.045003137,0.990377535,1.85E-05,0.045001968,0.994045413,3.22E-05,0.044989616
19.4382,9.302872113,5.95579733,1.296683888,0.925113807,0.266509441,-0.513123392,-0.119973021,-1.605409001,-2.196792506,2.346181616,-14.99999772,-14.99999852,0.299999796,-31.43194836,-0.642741241,-3.717143988,578.7584094,-3.64E-06,-11.57516146,6.678956603,4.946546,4.753268228,6.879234321,0.008470366,2.97E-05,0.045000168,0.014298435,0.000129208,0.042867418,0.018797602,5.53E-05,0.045002167,0.021396617,2.16E-05,0.045005113,0.022690154,2.23E-05,0.045005836,0.024017929,5.17E-05,0.044993088,0.02500612,6.35E-05,0.045092018,0.026638152,4.89E-05,0.045023865,0.089639098,0.02357942,0.08975128,0.973863435,9.10E-05,0.045083235,0.977545504,2.93E-05,0.045283962,0.977593349,2.99E-05,0.047285382,0.978013084,5.03E-05,0.044992772,0.978417655,6.31E-05,0.04508176,0.979315157,4.62E-05,0.045016057,0.982058413,0.000139775,0.042868463,0.985196367,5.77E-05,0.045003398,0.98780934,1.99E-05,0.045003178,0.990358857,1.87E-05,0.045001985,0.994012947,3.25E-05,0.044989256
19.49,9.178394339,5.838490415,1.41808766,0.666208526,0.177582217,-0.838180408,-0.166187241,-3.234686981,-2.230109058,2.15350311,14.9999985,-14.99999871,-0.29999978,-4.697616703,0.501657853,-13.21890068,-578.7583464,6.62E-07,11.20022117,0.187034491,1.925479142,2.119268922,1.68E-05,0.008440105,3.03E-05,0.045000035,0.014169847,0.000128588,0.043591764,0.01874145,5.62E-05,0.045001996,0.021374574,2.20E-05,0.045005236,0.022667371,2.28E-05,0.045006003,0.023965832,5.21E-05,0.044992405,0.024941297,6.48E-05,0.045095709,0.026587608,5.05E-05,0.045025377,0.074632779,0.015006319,0.089389003,0.973770156,9.33E-05,0.045086834,0.977515649,2.99E-05,0.045293709,0.977562862,3.05E-05,0.047372225,0.977962169,5.09E-05,0.044992134,0.978353285,6.44E-05,0.045085514,0.979267377,4.78E-05,0.045017113,0.981918425,0.000139988,0.043592922,0.985137655,5.87E-05,0.045003311,0.987789025,2.03E-05,0.045003246,0.990339848,1.90E-05,0.04500201,0.993980117,3.28E-05,0.044988654
19.5418,9.003845251,5.723147565,1.512670874,0.290442419,0.140993562,-1.018501943,-0.254801176,-3.478188381,-2.204105577,1.468300158,-14.99999445,-14.99999867,0.280564731,-2.382801315,3.777427681,-12.7781776,8.37E-05,578.7583706,0.374939863,0.00649645,8.23E-06,1.945718807,1.939459073,0.008409193,3.09E-05,0.044999867,0.014041886,0.000127961,0.044026962,0.018684479,5.70E-05,0.045001817,0.021351977,2.26E-05,0.045005391,0.022644019,2.34E-05,0.045006215,0.023913223,5.26E-05,0.044991579,0.024874577,6.67E-05,0.045101208,0.02653502,5.26E-05,0.045027277,0.064458065,0.010174713,0.088683328,0.97367459,9.56E-05,0.045090458,0.977485064,3.06E-05,0.045306098,0.977531676,3.12E-05,0.047483335,0.977910538,5.16E-05,0.044991363,0.978286997,6.63E-05,0.045090968,0.979217612,4.98E-05,0.045018418,0.981778098,0.000140327,0.044028239,0.985077914,5.97E-05,0.045003217,0.987768213,2.08E-05,0.045003329,0.990320428,1.94E-05,0.045002039,0.99394689,3.32E-05,0.044987911
19.5937,8.820278994,5.613373812,1.570910562,0.311643033,0.062006111,-0.839341799,-0.633806223,-3.60170111,-2.00830226,0.805942129,-14.99999011,14.99999553,0.299999773,-2.741680788,5.012731944,-8.426230981,-5.80E-05,-578.7583593,-11.57516146,1.932708574,2.125986527,2.06E-05,0.200298137,0.008377631,3.16E-05,0.044999685,0.013914545,0.000127341,0.044289752,0.018626757,5.77E-05,0.045001636,0.021328808,2.32E-05,0.045005552,0.022620065,2.40E-05,0.045006442,0.023860135,5.31E-05,0.044990695,0.024805777,6.88E-05,0.045107424,0.026480293,5.47E-05,0.045029339,0.057097437,0.007360628,0.087522261,0.973576845,9.77E-05,0.045093955,0.977453728,3.13E-05,0.045319073,0.977499751,3.19E-05,0.047603348,0.977858163,5.24E-05,0.044990543,0.978218603,6.84E-05,0.045097183,0.97916577,5.18E-05,0.04501983,0.981637286,0.000140811,0.044291163,0.985017214,6.07E-05,0.045003117,0.98774689,2.13E-05,0.045003414,0.990300574,1.99E-05,0.04500207,0.993913264,3.36E-05,0.044987112
19.6455,8.62945298,5.516014038,1.600458885,0.340979909,-0.102578543,-0.53932213,-0.889099038,-3.74381639,-1.748466832,0.369167659,-14.99999312,-14.99999808,-0.299999802,1.094972097,4.252150334,-5.682632803,-3.21E-06,578.7584202,11.57516147,0.225398426,0.025120706,2.151086834,1.957809064,0.008345435,3.22E-05,0.044999492,0.01378781,0.000126735,0.044455892,0.018568421,5.83E-05,0.045001462,0.021305062,2.37E-05,0.045005714,0.022595491,2.46E-05,0.045006677,0.023806629,5.35E-05,0.044989781,0.024734698,7.11E-05,0.045114445,0.026423369,5.69E-05,0.045031539,0.051478234,0.005619203,0.085843791,0.973477202,9.96E-05,0.045097013,0.977421633,3.21E-05,0.0453323,0.977467067,3.27E-05,0.047729524,0.977805047,5.31E-05,0.0449897,0.978147903,7.07E-05,0.045104268,0.979111792,5.40E-05,0.045021334,0.981495826,0.00014146,0.044457454,0.984955702,6.15E-05,0.045003019,0.98772505,2.18E-05,0.045003499,0.990280275,2.03E-05,0.0450021,0.993879248,3.40E-05,0.044986286
19.6973,8.436263216,5.431759277,1.611437075,0.234138222,-0.196420344,-0.166051837,-1.043151495,-3.687058409,-1.528056222,0.074607857,-14.99999329,14.99999869,0.299999774,10.39070661,-1.272143348,20.61092149,5.30E-05,-578.7583555,-11.57516119,6.685973526,6.879251105,4.753285196,4.953563098,0.008312631,3.28E-05,0.04499929,0.013661665,0.000126145,0.044568612,0.018509619,5.88E-05,0.045001302,0.021280745,2.43E-05,0.045005873,0.022570296,2.52E-05,0.045006915,0.023752783,5.38E-05,0.044988858,0.024661186,7.35E-05,0.0451222,0.026364222,5.91E-05,0.045033852,0.047024402,0.004453832,0.083593167,0.973375989,0.000101212,0.045099522,0.977388788,3.28E-05,0.045345505,0.977433622,3.34E-05,0.0478592,0.977751207,5.38E-05,0.044988856,0.97807474,7.32E-05,0.0451122,0.979055652,5.61E-05,0.045022914,0.981353545,0.000142281,0.044570348,0.984893542,6.22E-05,0.045002927,0.9877027,2.24E-05,0.045003584,0.990259532,2.07E-05,0.045002129,0.993844856,3.44E-05,0.044985455
