t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19
1.0367,-2.987551058,2.73157898,2.067878463,0.941345685,0.155989693,0.003154586,-0.300023032,1.625582598,-2.741258608,1.86611162,5.931866377,5.931911363,-0.299997253,-1.98344566,-6.536295158,3.45266564,1.455313509,-230.3307552,11.57509052,3.665586603,3.46535193,2.894353001,2.701034597,0.995664384,0.000372506,0.045415377,0.998931114,6.07E-05,0.055561097,0.999189717,4.92E-05,0.045111833,0.999219672,4.77E-05,0.044995265,0.999249821,4.62E-05,0.044994782,0.999280387,4.47E-05,0.044993034,0.999311511,4.32E-05,0.044946192,0.999343881,4.16E-05,0.044963587,0.999377308,4.00E-05,0.045005708,0.999415423,3.72E-05,0.045008433,0.999453381,3.47E-05,0.044992306,0.999492371,3.23E-05,0.044991763,0.999532785,2.98E-05,0.044990142,0.999575045,2.72E-05,0.044944354,0.999620632,2.44E-05,0.044961514,0.999669527,2.13E-05,0.044997178,0.999724022,1.77E-05,0.044997532,0.999782927,1.40E-05,0.044989022,0.999851142,9.72E-06,0.044988426,0.999943254,3.88E-06,0.044986679
1.08854,-2.905381708,2.581435334,2.169693742,0.903684556,0.298664363,-0.043432976,-0.304654858,1.522770507,-3.080068078,2.045080866,6.007302689,-6.007304847,0.299998645,-5.870523548,-8.925182415,1.401790724,1.454024643,233.2388956,-0.000536947,2.919279591,2.914415712,3.687630618,3.692512753,0.995259108,0.000405276,0.045479906,0.998870172,6.09E-05,0.055627397,0.999139636,5.01E-05,0.045108147,0.999171116,4.86E-05,0.044994912,0.999202718,4.71E-05,0.044994561,0.999234685,4.57E-05,0.044992742,0.999267248,4.43E-05,0.04495075,0.999301164,4.27E-05,0.044960275,0.99933615,4.12E-05,0.04500665,0.999377444,3.80E-05,0.045008648,0.999417981,3.54E-05,0.044991953,0.999459467,3.29E-05,0.044991504,0.999502354,3.04E-05,0.044989803,0.999547218,2.78E-05,0.044948837,0.999595745,2.49E-05,0.044958156,0.99964774,2.18E-05,0.044997259,0.999705992,1.80E-05,0.044997474,0.999768692,1.42E-05,0.044988625,0.999841223,9.92E-06,0.04498811,0.999939292,3.96E-06,0.044986276
1.14037,-2.83383563,2.410396011,2.27833127,0.850847206,0.435472177,-0.094262251,-0.279465812,1.21847137,-3.542705742,2.117742819,6.082672192,6.082655093,0.299970813,-4.348556978,-11.95516787,-1.609015596,-236.1470064,1.454217966,-11.57458047,2.735503156,3.719434114,3.526085617,2.935690395,0.994813401,0.000445707,0.045566499,0.998809209,6.10E-05,0.055632938,0.999088679,5.10E-05,0.045104399,0.999121669,4.94E-05,0.044994448,0.999154696,4.80E-05,0.044994253,0.99918801,4.67E-05,0.04499245,0.999221965,4.53E-05,0.044955389,0.999257387,4.38E-05,0.044956179,0.999293845,4.23E-05,0.045007806,0.999338729,3.87E-05,0.045008792,0.999381913,3.61E-05,0.044991498,0.99942593,3.35E-05,0.044991166,0.999471306,3.10E-05,0.044989461,0.999518802,2.84E-05,0.044953392,0.999570355,2.54E-05,0.044954017,0.999625519,2.22E-05,0.044997364,0.99968766,1.83E-05,0.044997411,0.999754198,1.45E-05,0.044988139,0.999831111,1.01E-05,0.044987725,0.999935245,4.05E-06,0.044985873
1.19221,-2.777465611,2.21116531,2.386122644,0.858108605,0.471940813,0.038152971,-0.200230114,0.993063513,-4.162402985,2.034339346,-6.158029945,6.158034617,-0.299998647,0.678153511,-12.76198855,-1.510602292,239.0547319,1.453848276,11.5750977,3.746370495,2.752738566,2.952915719,3.552994326,0.994316725,0.000496676,0.045686469,0.998748485,6.07E-05,0.055557666,0.999036851,5.18E-05,0.045100541,0.999071292,5.04E-05,0.044993834,0.999105716,4.90E-05,0.044993815,0.999140359,4.77E-05,0.044992168,0.999175672,4.63E-05,0.04496007,0.999212591,4.48E-05,0.044951003,0.99925048,4.34E-05,0.045009189,0.999299349,3.94E-05,0.045008834,0.999345182,3.67E-05,0.044990902,0.999391755,3.42E-05,0.044990711,0.999439646,3.17E-05,0.044989125,0.9994898,2.90E-05,0.044957981,0.999544476,2.59E-05,0.044948805,0.999602896,2.26E-05,0.044997498,0.999669042,1.86E-05,0.044997342,0.999739444,1.48E-05,0.044987527,0.999820806,1.03E-05,0.044987232,0.999931117,4.13E-06,0.044985476
1.24404,-2.726083752,1.978455292,2.489924776,0.838461632,0.498993854,0.178559318,-0.129594737,1.028215664,-4.823921854,1.956037135,6.233394412,6.233394979,0.299997623,2.656129053,-12.23162966,-4.775700135,-241.9620261,-241.9624191,-11.57507128,2.771432052,3.773282463,2.768504279,2.160206291,0.993752745,0.00056398,0.045863259,0.998688188,6.03E-05,0.055423657,0.998984072,5.28E-05,0.045096847,0.999019901,5.14E-05,0.044993046,0.999055714,5.00E-05,0.044993221,0.999091704,4.87E-05,0.044991858,0.999128379,4.73E-05,0.044964718,0.99916683,4.58E-05,0.044944157,0.999206166,4.43E-05,0.045010795,0.999259327,4.00E-05,0.045008771,0.999307779,3.74E-05,0.044990135,0.999356923,3.48E-05,0.044990111,0.99940737,3.23E-05,0.044988761,0.999460213,2.96E-05,0.044962525,0.999518117,2.64E-05,0.044941934,0.999579898,2.30E-05,0.044997655,0.999650146,1.89E-05,0.044997258,0.999724427,1.50E-05,0.044986754,0.999810306,1.05E-05,0.044986603,0.999926908,4.21E-06,0.04498505
1.29588,-2.669212437,1.711972169,2.584893742,0.839122893,0.498054344,0.177854894,-0.129897153,1.165896361,-5.45794952,1.708488272,-6.308729815,-6.308749616,-0.299997278,2.83118773,-12.1687889,-0.760139985,-1.454172518,244.8704299,11.57509462,2.980627518,2.787217313,3.800234807,3.600091795,0.993097183,0.000655562,0.04613698,0.998628423,5.98E-05,0.055258042,0.998930186,5.39E-05,0.045093507,0.998967385,5.25E-05,0.04499207,0.999004609,5.11E-05,0.044992458,0.999042,4.97E-05,0.044991481,0.999080094,4.83E-05,0.044969197,0.999120173,4.67E-05,0.044934837,0.999161027,4.51E-05,0.045012592,0.999218642,4.07E-05,0.045008606,0.999269682,3.81E-05,0.044989176,0.99932141,3.55E-05,0.044989347,0.999374465,3.29E-05,0.044988331,0.999430043,3.02E-05,0.044966885,0.99949129,2.68E-05,0.044932598,0.999556552,2.33E-05,0.044997824,0.999630972,1.92E-05,0.044997152,0.999709144,1.53E-05,0.044985799,0.99979961,1.07E-05,0.044985817,0.999922619,4.29E-06,0.044984562
1.34771,-2.605397005,1.412022178,2.671638886,0.907877279,0.352555914,0.20260924,-0.105700048,1.312651242,-6.088719829,1.669086345,-6.384106983,6.384131994,0.299998833,6.083367275,-8.596811015,1.605027095,-1.453500985,-247.7788619,-11.57512353,3.627054301,3.827177974,2.804465264,2.99789579,0.992313521,0.000783662,0.046583175,0.998569292,5.91E-05,0.055061276,0.998875024,5.52E-05,0.045090453,0.998913608,5.38E-05,0.044990874,0.998952301,5.23E-05,0.044991503,0.998991203,5.08E-05,0.044991038,0.999030832,4.93E-05,0.04497343,0.999072707,4.75E-05,0.044921806,0.999115249,4.58E-05,0.045014502,0.999177276,4.14E-05,0.045008338,0.999230862,3.88E-05,0.04498799,0.999285186,3.62E-05,0.044988395,0.999340918,3.35E-05,0.044987836,0.999399294,3.07E-05,0.04497098,0.999464006,2.73E-05,0.044919564,0.999532887,2.37E-05,0.044998003,0.999611519,1.95E-05,0.044997021,0.999693591,1.56E-05,0.044984622,0.999788718,1.09E-05,0.044984849,0.999918252,4.37E-06,0.04498401
1.39955,-2.529494254,1.083902825,2.75975539,0.955046432,0.198955598,0.212537588,-0.062940798,1.627983153,-6.534336331,1.752283074,-6.459449343,-6.45950846,-0.299998776,5.631016569,-3.829370956,4.264409302,-1.45303455,250.6866717,11.57512388,3.015160067,2.821710395,3.854115777,3.654011237,0.991344121,0.0009694,0.047359435,0.998510863,5.84E-05,0.054845023,0.998818404,5.66E-05,0.045087634,0.99885843,5.52E-05,0.044989439,0.998898697,5.36E-05,0.044990369,0.998939276,5.19E-05,0.044990528,0.998980613,5.02E-05,0.044977357,0.999024529,4.82E-05,0.044902934,0.99906903,4.62E-05,0.04501643,0.999135207,4.21E-05,0.045007978,0.999191294,3.96E-05,0.044986555,0.999248226,3.70E-05,0.044987261,0.999306722,3.42E-05,0.044987273,0.999367977,3.13E-05,0.044974745,0.999436279,2.77E-05,0.0449007,0.99950894,2.39E-05,0.044998188,0.999591786,1.97E-05,0.044996863,0.999677766,1.58E-05,0.044983199,0.999777629,1.11E-05,0.044983701,0.999913808,4.44E-06,0.044983393
1.45138,-2.437717947,0.738913748,2.856075739,0.973918547,0.034192884,0.223580331,-0.035060745,1.919867423,-6.732832132,1.973329129,-6.534767524,6.534858585,0.299998852,7.690647137,1.337837414,3.855166168,-1.453462108,-253.594605,-11.57512545,3.680962131,3.881050538,2.838952048,3.032417907,0.990097362,0.001246758,0.048794811,0.998453153,5.77E-05,0.05462481,0.998760159,5.82E-05,0.045084921,0.998801734,5.67E-05,0.044987778,0.998843723,5.50E-05,0.044989104,0.998886191,5.31E-05,0.044989961,0.998929462,5.12E-05,0.044980903,0.998975725,4.88E-05,0.044874807,0.99902255,4.65E-05,0.045018286,0.999092424,4.28E-05,0.045007537,0.999150963,4.03E-05,0.04498488,0.99921052,3.77E-05,0.044985988,0.999271876,3.48E-05,0.044986655,0.99933611,3.19E-05,0.044978102,0.999408122,2.82E-05,0.044872589,0.999484744,2.42E-05,0.044998371,0.999571772,2.00E-05,0.044996681,0.999661666,1.61E-05,0.044981538,0.999766344,1.13E-05,0.044982414,0.999909287,4.52E-06,0.044982722
1.50322,-2.327866287,0.390523809,2.963658354,0.966331048,-0.129309263,0.224282584,0.012648616,2.318512835,-6.663485205,2.173162027,-6.610107869,-6.610241454,-0.299998857,5.683577031,6.630498932,3.405044524,-1.454100073,256.5025776,11.57512586,3.04967396,2.856192635,3.907984346,3.707911392,0.98842213,0.001675233,0.051607763,0.998396125,5.70E-05,0.054416875,0.998700153,6.00E-05,0.045082176,0.998743428,5.83E-05,0.044985947,0.998787329,5.64E-05,0.044987792,0.998831931,5.43E-05,0.044989353,0.9988774,5.21E-05,0.044984035,0.998926358,4.94E-05,0.044831482,0.998975938,4.66E-05,0.045020001,0.999048933,4.35E-05,0.045007033,0.999109871,4.11E-05,0.044983018,0.999172066,3.85E-05,0.044984653,0.999236385,3.55E-05,0.044985995,0.999303712,3.24E-05,0.044981012,0.999379547,2.86E-05,0.044829283,0.999460331,2.44E-05,0.044998543,0.99955148,2.03E-05,0.044996477,0.999645295,1.64E-05,0.044979685,0.999754867,1.15E-05,0.044981061,0.999904691,4.60E-06,0.044982011
1.55505,-2.199875861,0.052924252,3.081359496,0.929581079,-0.29528886,0.219188871,0.041189643,2.613121582,-6.319792674,2.349662828,-6.685481282,6.685593616,0.299998873,6.22927311,11.1020656,-0.216286972,-1.455025861,-259.4104866,-11.57512738,3.734858194,3.934916675,2.873431934,3.066927784,0.986057456,0.002364673,0.057231119,0.998339693,5.64E-05,0.054236383,0.99863829,6.19E-05,0.045079256,0.998683456,6.00E-05,0.044984047,0.998729486,5.78E-05,0.044986547,0.99877649,5.54E-05,0.04498872,0.998824442,5.30E-05,0.044986755,0.99887646,4.99E-05,0.044762145,0.998929266,4.67E-05,0.045021536,0.999004755,4.42E-05,0.045006484,0.999068032,4.18E-05,0.044981068,0.999132877,3.92E-05,0.044983364,0.999200258,3.61E-05,0.044985307,0.999270806,3.29E-05,0.044983473,0.999350567,2.90E-05,0.044759965,0.999435723,2.46E-05,0.044998699,0.999530915,2.06E-05,0.044996254,0.999628657,1.66E-05,0.044977738,0.999743203,1.17E-05,0.044979748,0.999900021,4.67E-06,0.044981274
1.60689,-2.055707766,-0.260630259,3.203661276,0.864266774,-0.449696622,0.210080976,0.08842299,2.936016535,-5.744316066,2.338451573,-6.760902683,-6.760973187,-0.299998936,2.693724754,14.48953011,-3.476022281,-1.454517341,262.3185478,11.57512808,3.08418478,2.890669637,3.961847891,3.76180868,0.98252614,0.003531316,0.067043895,0.998283723,5.60E-05,0.054096746,0.998574529,6.38E-05,0.045076045,0.998621797,6.17E-05,0.044982227,0.998670186,5.93E-05,0.044985489,0.998719861,5.66E-05,0.044988071,0.998770592,5.39E-05,0.04498909,0.998826027,5.04E-05,0.04464615,0.998882543,4.67E-05,0.045022884,0.998959923,4.48E-05,0.045005912,0.999025466,4.26E-05,0.044979177,0.999092967,3.99E-05,0.04498224,0.999163503,3.68E-05,0.044984602,0.999237413,3.34E-05,0.044985511,0.999321191,2.94E-05,0.044643988,0.999410935,2.48E-05,0.044998833,0.999510085,2.08E-05,0.044996019,0.999611758,1.69E-05,0.044975842,0.999731358,1.18E-05,0.044978589,0.999895278,4.74E-06,0.044980521
1.65872,-1.899428458,-0.539461269,3.321242902,0.772588265,-0.596539067,0.188211146,0.114210765,3.07564601,-4.993249919,2.158271633,-6.836297725,6.83633324,0.299998909,2.132965014,15.98906642,-9.243385223,-1.452655935,-265.2263557,-11.57512932,3.788760658,3.9887761,2.907905174,3.101444128,0.976899144,0.005626996,0.078188771,0.998228047,5.57E-05,0.054007939,0.998508882,6.56E-05,0.04507246,0.998558461,6.33E-05,0.044980657,0.998609434,6.08E-05,0.044984713,0.998662035,5.78E-05,0.044987409,0.998715832,5.48E-05,0.044991077,0.998775016,5.10E-05,0.044441949,0.998835728,4.68E-05,0.045024057,0.998914477,4.54E-05,0.04500534,0.998982193,4.33E-05,0.044977517,0.999052347,4.06E-05,0.044981375,0.999126124,3.74E-05,0.044983881,0.999203542,3.39E-05,0.044987166,0.999291424,2.98E-05,0.044439812,0.999385971,2.50E-05,0.04499894,0.999488999,2.11E-05,0.044995774,0.999594606,1.72E-05,0.044974165,0.999719338,1.20E-05,0.044977678,0.999890463,4.82E-06,0.044979752
1.71056,-1.73658032,-0.776919924,3.421849982,0.65376445,-0.721823888,0.169902583,0.154916537,3.18620845,-4.164455168,1.679139897,-6.911596281,-6.911699684,-0.299999,-2.223180994,16.11252301,-13.65108827,-0.921396251,268.1341747,0.000386389,3.123682291,3.126773334,4.015697005,4.012592824,0.967224734,0.00967441,0.085502456,0.998172475,5.56E-05,0.053975938,0.998441412,6.75E-05,0.04506847,0.998493477,6.50E-05,0.044979478,0.998547229,6.22E-05,0.044984254,0.998602981,5.91E-05,0.044986725,0.998660118,5.57E-05,0.044992763,0.99872335,5.17E-05,0.044059909,0.99878874,4.70E-05,0.045025078,0.998868446,4.60E-05,0.045004788,0.998938217,4.40E-05,0.04497623,0.999011014,4.13E-05,0.044980804,0.999088115,3.80E-05,0.044983135,0.999169193,3.43E-05,0.044988485,0.999261265,3.02E-05,0.044057839,0.999360828,2.51E-05,0.044999017,0.999467668,2.13E-05,0.044995526,0.999577209,1.74E-05,0.044972846,0.99970715,1.22E-05,0.044977047,0.999885576,4.89E-06,0.044978957
1.76239,-1.573844555,-0.970780426,3.491713557,0.516893721,-0.830173849,0.126774651,0.16997748,3.070969656,-3.329261033,0.971534461,-6.959356942,6.987060308,-0.299978972,-0.092787163,14.3331853,-18.59464694,270.5077485,1.454096959,0.000491024,4.03773441,3.140959238,3.145850532,4.042609009,0.948869417,0.018355317,0.088693197,0.998116813,5.57E-05,0.054001889,0.998372233,6.92E-05,0.045064078,0.998426871,6.66E-05,0.044978758,0.998483544,6.37E-05,0.044984069,0.998542643,6.03E-05,0.044986002,0.998603358,5.68E-05,0.044994191,0.998670916,5.24E-05,0.043289001,0.998741479,4.73E-05,0.045025963,0.998821851,4.66E-05,0.04500427,0.998893522,4.47E-05,0.044975385,0.998968942,4.21E-05,0.044980488,0.999049461,3.87E-05,0.044982344,0.99913435,3.48E-05,0.044989514,0.999230712,3.06E-05,0.043287187,0.9993355,2.53E-05,0.044999065,0.999446104,2.16E-05,0.044995277,0.999559575,1.76E-05,0.044971953,0.999694799,1.24E-05,0.044976656,0.99988062,4.96E-06,0.044978115
1.81423,-1.416059617,-1.123840317,3.51752017,0.489625861,-0.848773633,0.20288023,0.007122865,3.066160025,-2.586299034,0.0076792,7.06243747,7.062433559,-0.29995352,4.953456953,14.43835275,-15.92308045,1.453979963,-273.9502129,11.57425392,4.069570231,3.869617891,3.153206667,2.959634375,0.907878606,0.040990811,0.089733899,0.998060869,5.59E-05,0.054085085,0.998301475,7.08E-05,0.045059357,0.998358626,6.82E-05,0.04497848,0.998418292,6.53E-05,0.044984069,0.998480928,6.17E-05,0.044985203,0.998545415,5.79E-05,0.044995414,0.998617565,5.34E-05,0.041558817,0.998693839,4.76E-05,0.045026726,0.998774685,4.72E-05,0.045003795,0.998848055,4.55E-05,0.044974966,0.998926074,4.29E-05,0.044980334,0.999010134,3.93E-05,0.04498147,0.999098982,3.54E-05,0.044990301,0.999199758,3.10E-05,0.041558172,0.999309979,2.55E-05,0.044999082,0.999424315,2.18E-05,0.044995027,0.999541707,1.79E-05,0.044971466,0.999682288,1.25E-05,0.044976413,0.999875594,5.03E-06,0.04497719
1.86606,-1.250873093,-1.238886878,3.49529573,0.637098632,-0.747096346,0.190376874,-0.034095952,3.322922928,-1.83788567,-0.817695162,7.137804658,-7.137801318,0.299999013,4.583296331,15.90135818,-9.697742736,1.453950528,276.8581736,-11.57513261,2.976870182,3.170475219,3.896564299,4.09651377,0.773067221,0.134811385,0.089975292,0.998004354,5.65E-05,0.054254936,0.998229095,7.24E-05,0.045054625,0.998288671,7.00E-05,0.044978709,0.998351342,6.69E-05,0.044984262,0.99841768,6.32E-05,0.044984185,0.998486113,5.93E-05,0.044996491,0.998563124,5.44E-05,0.037270639,0.998645613,4.82E-05,0.045027465,0.998726821,4.79E-05,0.045003362,0.998801737,4.63E-05,0.044975026,0.998882337,4.37E-05,0.044980346,0.998970085,4.00E-05,0.044980373,0.999063054,3.59E-05,0.044990899,0.999168405,3.14E-05,0.037275949,0.999284231,2.57E-05,0.044999062,0.999402296,2.20E-05,0.044994754,0.999523611,1.81E-05,0.044971434,0.999669623,1.27E-05,0.044976318,0.999870499,5.10E-06,0.044976041
1.9179,-1.072739179,-1.312704469,3.438538039,0.764288222,-0.614161972,0.19046993,-0.062754627,3.560498522,-1.013637284,-1.320378563,7.213170319,7.213167972,-0.299999067,7.353504832,13.84044336,-4.175376672,1.453958051,-279.7661284,11.57513332,4.123449191,3.923517268,3.18773505,2.99411244,0.256409631,0.51665759,0.089998326,0.997946927,5.74E-05,0.054529309,0.998155034,7.41E-05,0.045049904,0.998216936,7.17E-05,0.044979511,0.998282576,6.88E-05,0.044984745,0.998352727,6.50E-05,0.044982876,0.998425228,6.09E-05,0.044997465,0.99850739,5.57E-05,0.032784601,0.998596538,4.91E-05,0.045028242,0.998678107,4.87E-05,0.045002962,0.998754481,4.73E-05,0.044975624,0.998837662,4.47E-05,0.044980609,0.998929258,4.08E-05,0.044978983,0.999026519,3.65E-05,0.044991338,0.999136646,3.18E-05,0.032799235,0.999258207,2.60E-05,0.044998999,0.999380038,2.23E-05,0.044994452,0.999505294,1.83E-05,0.044971911,0.999656807,1.28E-05,0.044976452,0.999865335,5.16E-06,0.0449746
1.96973,-0.878376596,-1.346092554,3.363210073,0.865161839,-0.462889842,0.166845033,-0.105055203,3.941668132,-0.296216609,-1.536809603,7.28853637,-7.288535428,0.299999051,5.301598327,11.15642336,1.518760361,1.453965275,282.6740261,-11.57513397,3.011352381,3.204992563,3.950467731,4.150382104,0.130958614,0.125451016,0.089971468,0.997888221,5.87E-05,0.054917624,0.998079253,7.58E-05,0.04504518,0.998143376,7.36E-05,0.044980868,0.998211899,7.07E-05,0.04498559,0.998285902,6.68E-05,0.044981219,0.998362506,6.27E-05,0.04499839,0.998450113,5.73E-05,0.037560079,0.998546325,5.02E-05,0.045029091,0.998628378,4.97E-05,0.045002586,0.998706197,4.83E-05,0.044976737,0.998791988,4.57E-05,0.044981184,0.998887602,4.17E-05,0.044977244,0.998989333,3.72E-05,0.044991656,0.999104424,3.22E-05,0.037564722,0.999231856,2.64E-05,0.044998892,0.999357537,2.25E-05,0.044994117,0.999486764,1.85E-05,0.044972868,0.999643848,1.30E-05,0.044976871,0.999860103,5.23E-06,0.044972811
2.02157,-0.666814224,-1.345480426,3.28456917,0.937908913,-0.289093573,0.151092054,-0.125176277,4.216476976,0.282077638,-1.458084517,7.363902796,7.363899121,-0.2999991,6.347647143,5.403531205,4.850624419,1.453971829,-285.5819691,11.57513499,4.177312018,3.977415192,3.22224693,3.028589166,0.092869659,0.038088956,0.089691944,0.997827886,6.03E-05,0.055418328,0.998001762,7.75E-05,0.045040447,0.998067985,7.54E-05,0.044982669,0.998139252,7.26E-05,0.044986808,0.998217059,6.88E-05,0.044979168,0.998297707,6.48E-05,0.044999332,0.998391118,5.90E-05,0.041760269,0.998494697,5.16E-05,0.045030002,0.998577474,5.09E-05,0.045002224,0.998656795,4.94E-05,0.04497825,0.998745262,4.67E-05,0.044982072,0.998845077,4.25E-05,0.04497511,0.998951466,3.79E-05,0.044991896,0.999071746,3.27E-05,0.041759063,0.999205136,2.67E-05,0.044998742,0.999334785,2.28E-05,0.044993746,0.999468027,1.87E-05,0.044974189,0.999630752,1.31E-05,0.044977573,0.999854802,5.30E-06,0.044970629
2.0734,-0.439400044,-1.322331915,3.214898672,0.974549955,-0.107031145,0.119236084,-0.162568923,4.545507859,0.562170182,-1.206651948,7.439269562,-7.439268925,0.299999103,2.512056567,0.152595988,6.970972823,1.453972888,288.489894,-11.57513567,3.045820926,3.239496283,4.004357585,4.20423684,0.075469864,0.017399794,0.088547661,0.997765626,6.23E-05,0.056016765,0.997922635,7.91E-05,0.045035727,0.997990793,7.72E-05,0.044984745,0.998064603,7.46E-05,0.044988344,0.998146092,7.10E-05,0.04497669,0.998230641,6.71E-05,0.045000366,0.998330284,6.08E-05,0.043371525,0.998441431,5.33E-05,0.045030926,0.998525248,5.22E-05,0.045001863,0.998606182,5.06E-05,0.044979998,0.998697432,4.78E-05,0.044983209,0.998801653,4.34E-05,0.044972552,0.998912914,3.86E-05,0.044992108,0.999038634,3.31E-05,0.043369082,0.999178025,2.71E-05,0.044998554,0.999311782,2.30E-05,0.044993336,0.999449092,1.89E-05,0.044975704,0.999617527,1.32E-05,0.044978492,0.999849435,5.37E-06,0.044968023
2.12524,-0.199933731,-1.291602066,3.161634278,0.978695372,0.084421917,0.088796341,-0.170583091,4.675720546,0.57008001,-0.84531092,7.514636382,7.514631678,-0.299999135,2.250214262,-6.681919906,5.736352555,1.453794555,-291.39775,11.57511986,4.231126956,4.031266146,3.256711763,3.063018498,0.065630552,0.009839313,0.085637166,0.997701248,6.44E-05,0.056682677,0.997842013,8.06E-05,0.045031084,0.99791184,7.90E-05,0.044986924,0.997987922,7.67E-05,0.044990103,0.998072932,7.32E-05,0.044973777,0.998161231,6.94E-05,0.045001567,0.998267547,6.27E-05,0.044045747,0.998386397,5.50E-05,0.04503177,0.99847157,5.37E-05,0.045001488,0.998554257,5.19E-05,0.044981808,0.998648439,4.90E-05,0.044984492,0.998757315,4.43E-05,0.044969559,0.998873711,3.92E-05,0.044992339,0.99900511,3.35E-05,0.044042892,0.99915053,2.75E-05,0.044998337,0.999288528,2.33E-05,0.044992887,0.999429963,1.91E-05,0.044977241,0.99960418,1.33E-05,0.044979521,0.999844,5.43E-06,0.044964983
2.17707,0.046026227,-1.269736729,3.125998197,0.941563135,0.271716686,0.053201738,-0.197135363,4.792360612,0.223722067,-0.54796655,7.589993959,-7.589997914,0.299998284,-0.126354131,-0.28698034,-9.435989255,1.454105006,-1.453669177,-11.57510511,0.009836423,0.201757418,0.000143877,0.201776456,0.05929243,0.006338122,0.080311822,0.997634699,6.65E-05,0.057370996,0.997760084,8.19E-05,0.045026634,0.997831095,8.07E-05,0.044989073,0.997909106,7.88E-05,0.044991986,0.99799754,7.54E-05,0.044970439,0.998089579,7.17E-05,0.045002985,0.998202912,6.46E-05,0.044375068,0.998329601,5.68E-05,0.045032402,0.998416335,5.52E-05,0.045001088,0.998500895,5.34E-05,0.044983547,0.998598208,5.02E-05,0.044985804,0.998712062,4.53E-05,0.044966142,0.998833932,3.98E-05,0.044992633,0.998971198,3.39E-05,0.044371966,0.999122688,2.78E-05,0.044998104,0.999265027,2.35E-05,0.044992395,0.999410641,1.93E-05,0.044978663,0.999590714,1.35E-05,0.044980542,0.999838498,5.50E-06,0.044961518
2.22891,0.294322346,-1.258516808,3.084943154,0.862089474,0.40739525,-0.170398514,-0.252690503,4.785811034,0.208846414,-1.037081934,7.665367628,-7.665348991,-0.299998371,-1.861966346,-1.454854046,-8.32548911,-297.2135951,-1.454317121,11.57512221,0.19988527,0.993825717,1.187552451,5.78E-05,0.054898575,0.004393855,0.072662975,0.997565936,6.88E-05,0.058077229,0.997676986,8.31E-05,0.045022537,0.997748461,8.26E-05,0.044991218,0.997827931,8.12E-05,0.044993964,0.997919828,7.77E-05,0.044966522,0.998015842,7.37E-05,0.045004603,0.998136426,6.65E-05,0.044563112,0.998271061,5.85E-05,0.045032812,0.998359427,5.69E-05,0.045000649,0.998445964,5.49E-05,0.044985214,0.998546637,5.16E-05,0.044987075,0.998665888,4.62E-05,0.04496214,0.998793657,4.03E-05,0.044992969,0.998936928,3.43E-05,0.044559803,0.999094537,2.82E-05,0.04499786,0.999241282,2.37E-05,0.044991852,0.999391128,1.95E-05,0.044979962,0.999577133,1.36E-05,0.044981484,0.999832932,5.57E-06,0.04495747
2.28074,0.540066231,-1.249817413,3.020049742,0.808570251,0.349830414,-0.332147946,-0.340121508,4.689295834,0.133433919,-1.46863444,-7.740726839,-7.740733655,0.29999917,-2.376365689,-0.396335764,-8.35473647,300.1215082,-1.453919393,-11.57513879,1.003848572,0.200215404,0.000406615,1.197594502,0.051700078,0.003198497,0.064358424,0.997494864,7.11E-05,0.058815954,0.997592796,8.42E-05,0.045018927,0.997663757,8.47E-05,0.044993456,0.997744017,8.39E-05,0.044996109,0.997839627,8.02E-05,0.044961821,0.997940145,7.57E-05,0.045006366,0.998068169,6.83E-05,0.044680911,0.998210754,6.03E-05,0.045033031,0.998300747,5.87E-05,0.045000172,0.998389345,5.66E-05,0.044986854,0.998493617,5.30E-05,0.0449883,0.998618791,4.71E-05,0.044957341,0.998752948,4.07E-05,0.044993304,0.998902331,3.46E-05,0.044677407,0.999066107,2.84E-05,0.044997598,0.9992173,2.40E-05,0.04499126,0.999371426,1.97E-05,0.044981177,0.999563439,1.37E-05,0.044982337,0.999827299,5.63E-06,0.044952626
