%time,field.data
1646148501423552303,time:1646148501.4232364, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.01611328125, a:0.00048828125
1646148501442770550,time:1646148501.4423652, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.01611328125, a:0.00048828125
1646148501462568530,time:1646148501.4622884, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.01025390625, a:0.00048828125
1646148501482577399,time:1646148501.4822, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.00927734375, a:0.00048828125
1646148501504047001,time:1646148501.503528, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.00830078125, a:0.00048828125
1646148501524083831,time:1646148501.5236895, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.00634765625, a:0.00048828125
1646148501542633001,time:1646148501.5422454, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.00537109375, a:0.00048828125
1646148501564677762,time:1646148501.564265, thrl:0.00341796875, r:0.00146484375, p:-0.7528076171875, y:0.00439453125, a:0.00048828125
1646148501583755040,time:1646148501.5833893, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00341796875, a:0.00048828125
1646148501602721905,time:1646148501.6023557, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00244140625, a:0.00048828125
1646148501623411003,time:1646148501.623025, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00244140625, a:0.00048828125
1646148501644269129,time:1646148501.6438935, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00146484375, a:0.00048828125
1646148501663317339,time:1646148501.6629312, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00146484375, a:0.00048828125
1646148501682910208,time:1646148501.6825507, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00048828125, a:0.00048828125
1646148501704434262,time:1646148501.7035651, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00048828125, a:0.00048828125
1646148501724252221,time:1646148501.7237797, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00048828125, a:0.00048828125
1646148501745687083,time:1646148501.7453058, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:0.00048828125, a:0.00048828125
1646148501764568827,time:1646148501.7641149, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501782820061,time:1646148501.7824864, thrl:0.00244140625, r:0.00146484375, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501802947682,time:1646148501.8025887, thrl:0.00830078125, r:0.00146484375, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501824104796,time:1646148501.8236933, thrl:0.03076171875, r:0.00146484375, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501842985275,time:1646148501.8426225, thrl:0.05615234375, r:0.00146484375, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501864456945,time:1646148501.8640962, thrl:0.090362548828125, r:-0.016143798828125, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501883848565,time:1646148501.883058, thrl:0.096221923828125, r:-0.016143798828125, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501903794178,time:1646148501.9034142, thrl:0.125518798828125, r:-0.016143798828125, p:-0.7528076171875, y:-0.001495361328125, a:0.00048828125
1646148501923881053,time:1646148501.923164, thrl:0.14410400390625, r:-0.016143798828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148501943065425,time:1646148501.9427066, thrl:0.15972900390625, r:-0.016143798828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148501962587948,time:1646148501.962136, thrl:0.16558837890625, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148501987680929,time:1646148501.9865677, thrl:0.202728271484375, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502003108890,time:1646148502.0026734, thrl:0.202728271484375, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502023374790,time:1646148502.022889, thrl:0.202728271484375, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502045022663,time:1646148502.0444872, thrl:0.202728271484375, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502065326451,time:1646148502.0648963, thrl:0.202728271484375, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502085305080,time:1646148502.084904, thrl:0.18707275390625, r:-0.002471923828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502103288703,time:1646148502.1027875, thrl:0.17340087890625, r:0.01318359375, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502123698532,time:1646148502.123118, thrl:0.15875244140625, r:0.03076171875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502148258404,time:1646148502.147352, thrl:0.14508056640625, r:0.05322265625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502164902036,time:1646148502.16441, thrl:0.13043212890625, r:0.05712890625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502185573450,time:1646148502.184994, thrl:0.13043212890625, r:0.05712890625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502203152463,time:1646148502.202368, thrl:0.12945556640625, r:0.05810546875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502224003431,time:1646148502.2236352, thrl:0.114776611328125, r:0.06005859375, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502244257752,time:1646148502.2438674, thrl:0.114776611328125, r:0.077667236328125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502264547908,time:1646148502.264147, thrl:0.100128173828125, r:0.077667236328125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502285076754,time:1646148502.2844608, thrl:0.100128173828125, r:0.077667236328125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502303739682,time:1646148502.3032975, thrl:0.100128173828125, r:0.078643798828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502323297655,time:1646148502.3229373, thrl:0.081573486328125, r:0.079620361328125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502342826237,time:1646148502.342451, thrl:0.02685546875, r:0.06103515625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502362673466,time:1646148502.3623095, thrl:0.01318359375, r:0.03955078125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502386060339,time:1646148502.3856013, thrl:0.00634765625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502403028441,time:1646148502.4026442, thrl:0.00244140625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502423638189,time:1646148502.4231894, thrl:0.00244140625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502447763403,time:1646148502.447092, thrl:0.00244140625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502463222230,time:1646148502.462867, thrl:0.00244140625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502483215077,time:1646148502.4828372, thrl:0.00244140625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502503263645,time:1646148502.5026557, thrl:0.00244140625, r:0.00341796875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502523007264,time:1646148502.5225415, thrl:0.00244140625, r:0.00244140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502543379887,time:1646148502.5430021, thrl:0.00146484375, r:0.00244140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502564084329,time:1646148502.5632713, thrl:0.00146484375, r:0.00244140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502582675437,time:1646148502.582263, thrl:0.00146484375, r:0.00244140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502604211316,time:1646148502.6032126, thrl:0.00146484375, r:0.00244140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502623158611,time:1646148502.62292, thrl:0.00146484375, r:0.01708984375, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502645263436,time:1646148502.645007, thrl:0.00146484375, r:0.03076171875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502663155874,time:1646148502.6629057, thrl:0.00146484375, r:0.03076171875, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502682562735,time:1646148502.6823382, thrl:0.00146484375, r:0.05126953125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502704724046,time:1646148502.703485, thrl:0.00146484375, r:0.067901611328125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502724766385,time:1646148502.7245193, thrl:0.00146484375, r:0.102081298828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502746473391,time:1646148502.746248, thrl:0.00146484375, r:0.102081298828125, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502764744522,time:1646148502.764521, thrl:0.00146484375, r:0.13922119140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502786318222,time:1646148502.7861001, thrl:0.00146484375, r:0.15582275390625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502805287382,time:1646148502.8050163, thrl:0.00146484375, r:0.17437744140625, p:-0.7528076171875, y:-0.002471923828125, a:0.00048828125
1646148502823251927,time:1646148502.8230255, thrl:0.00146484375, r:0.17437744140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502843277792,time:1646148502.8430634, thrl:0.00146484375, r:0.19195556640625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502862456939,time:1646148502.8622403, thrl:0.00146484375, r:0.207611083984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502882369378,time:1646148502.8821545, thrl:0.00146484375, r:0.207611083984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502903233880,time:1646148502.903016, thrl:0.00146484375, r:0.222259521484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502923416516,time:1646148502.9230952, thrl:0.00146484375, r:0.222259521484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502946909371,time:1646148502.9465837, thrl:0.00146484375, r:0.222259521484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502963446509,time:1646148502.9631407, thrl:0.00146484375, r:0.222259521484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148502983492439,time:1646148502.9831955, thrl:0.00146484375, r:0.207611083984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503002851919,time:1646148503.0026395, thrl:0.00146484375, r:0.19195556640625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503022944836,time:1646148503.022572, thrl:0.00146484375, r:0.17242431640625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503043202637,time:1646148503.0427678, thrl:0.00146484375, r:0.14605712890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503063632824,time:1646148503.063128, thrl:0.00048828125, r:0.075714111328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503085091458,time:1646148503.0846858, thrl:0.00048828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503103273854,time:1646148503.1026556, thrl:0.00048828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503124321323,time:1646148503.1237178, thrl:0.00048828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503143377269,time:1646148503.1430357, thrl:-0.000518798828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503162782238,time:1646148503.1624515, thrl:-0.000518798828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503183087244,time:1646148503.182629, thrl:-0.001495361328125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503203435316,time:1646148503.2030773, thrl:-0.001495361328125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503224631834,time:1646148503.2242987, thrl:-0.001495361328125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503245103278,time:1646148503.244705, thrl:-0.001495361328125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503264233348,time:1646148503.2637124, thrl:-0.002471923828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503284926724,time:1646148503.2845528, thrl:-0.002471923828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503303318292,time:1646148503.3028598, thrl:-0.002471923828125, r:-0.000518798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503323497918,time:1646148503.3231802, thrl:-0.002471923828125, r:-0.001495361328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503343178462,time:1646148503.3428183, thrl:-0.002471923828125, r:-0.002471923828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503363148652,time:1646148503.3626893, thrl:-0.002471923828125, r:-0.019073486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503382589328,time:1646148503.3822129, thrl:-0.002471923828125, r:-0.056182861328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503403538999,time:1646148503.403125, thrl:-0.002471923828125, r:-0.056182861328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503423283602,time:1646148503.4229665, thrl:-0.002471923828125, r:-0.10406494140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503442937193,time:1646148503.4426556, thrl:-0.021026611328125, r:-0.11090087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503462713197,time:1646148503.462272, thrl:-0.051300048828125, r:-0.11090087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503484643762,time:1646148503.4844098, thrl:-0.06500244140625, r:-0.11480712890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503502785726,time:1646148503.502455, thrl:-0.06500244140625, r:-0.11480712890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503523645542,time:1646148503.5234144, thrl:-0.07965087890625, r:-0.11676025390625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503545816509,time:1646148503.5454879, thrl:-0.07965087890625, r:-0.133392333984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503563747256,time:1646148503.563533, thrl:-0.07965087890625, r:-0.133392333984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503584726622,time:1646148503.5844262, thrl:-0.07965087890625, r:-0.134368896484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503605180265,time:1646148503.604956, thrl:-0.08062744140625, r:-0.134368896484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503622467332,time:1646148503.6222446, thrl:-0.08160400390625, r:-0.135345458984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503643178826,time:1646148503.6429582, thrl:-0.08258056640625, r:-0.135345458984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503663274164,time:1646148503.6627, thrl:-0.09918212890625, r:-0.135345458984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503685234657,time:1646148503.6848738, thrl:-0.09918212890625, r:-0.136322021484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503703125166,time:1646148503.7027876, thrl:-0.09918212890625, r:-0.137298583984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503723237834,time:1646148503.7228198, thrl:-0.09918212890625, r:-0.139251708984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503743473917,time:1646148503.743137, thrl:-0.09918212890625, r:-0.156829833984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503762656931,time:1646148503.762284, thrl:-0.09918212890625, r:-0.156829833984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503782863617,time:1646148503.7824776, thrl:-0.09918212890625, r:-0.171478271484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503802906423,time:1646148503.8025818, thrl:-0.09918212890625, r:-0.188079833984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503822734145,time:1646148503.8222473, thrl:-0.09918212890625, r:-0.2027587890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503842504836,time:1646148503.8422358, thrl:-0.09918212890625, r:-0.2203369140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503864201115,time:1646148503.8636513, thrl:-0.10015869140625, r:-0.2203369140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503885455406,time:1646148503.8850837, thrl:-0.10211181640625, r:-0.2213134765625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503902830488,time:1646148503.9024773, thrl:-0.10211181640625, r:-0.2213134765625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503925476214,time:1646148503.9251204, thrl:-0.10308837890625, r:-0.2213134765625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503947194317,time:1646148503.9467065, thrl:-0.11968994140625, r:-0.2213134765625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503962727710,time:1646148503.9624557, thrl:-0.11968994140625, r:-0.2213134765625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148503983741654,time:1646148503.983476, thrl:-0.12066650390625, r:-0.2213134765625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504004873303,time:1646148504.0044076, thrl:-0.12066650390625, r:-0.2203369140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504024228276,time:1646148504.0237517, thrl:-0.12164306640625, r:-0.2037353515625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504043826652,time:1646148504.0433402, thrl:-0.12164306640625, r:-0.187103271484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504064128022,time:1646148504.063814, thrl:-0.12359619140625, r:-0.187103271484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504082978133,time:1646148504.0825953, thrl:-0.12457275390625, r:-0.187103271484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504103404408,time:1646148504.1029856, thrl:-0.12554931640625, r:-0.186126708984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504123239971,time:1646148504.1228955, thrl:-0.12554931640625, r:-0.186126708984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504144814057,time:1646148504.1445096, thrl:-0.12750244140625, r:-0.185150146484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504163300100,time:1646148504.162615, thrl:-0.12750244140625, r:-0.184173583984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504183224193,time:1646148504.182847, thrl:-0.12847900390625, r:-0.183197021484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504203295643,time:1646148504.2027988, thrl:-0.12847900390625, r:-0.182220458984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504223494072,time:1646148504.223121, thrl:-0.129486083984375, r:-0.165618896484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504243464665,time:1646148504.2431207, thrl:-0.129486083984375, r:-0.165618896484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504262586384,time:1646148504.2622638, thrl:-0.130462646484375, r:-0.165618896484375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504283269031,time:1646148504.2828114, thrl:-0.147064208984375, r:-0.150970458984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504304148010,time:1646148504.303691, thrl:-0.147064208984375, r:-0.11773681640625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504322789253,time:1646148504.3225188, thrl:-0.148040771484375, r:-0.08941650390625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504346200611,time:1646148504.3459263, thrl:-0.149017333984375, r:-0.058135986328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504362436828,time:1646148504.3621054, thrl:-0.149993896484375, r:-0.022979736328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504382877493,time:1646148504.382438, thrl:-0.150970458984375, r:-0.008331298828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504402834296,time:1646148504.4024663, thrl:-0.150970458984375, r:-0.008331298828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504423479248,time:1646148504.4230452, thrl:-0.12164306640625, r:0.02587890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504445211988,time:1646148504.4448736, thrl:-0.12164306640625, r:0.04541015625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504462975003,time:1646148504.462627, thrl:-0.10797119140625, r:0.088409423828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504485829310,time:1646148504.4856226, thrl:-0.09429931640625, r:0.109893798828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504503500043,time:1646148504.5031202, thrl:-0.09429931640625, r:0.126495361328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504523545391,time:1646148504.523326, thrl:-0.07574462890625, r:0.126495361328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504546101081,time:1646148504.545878, thrl:-0.062042236328125, r:0.126495361328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504563901634,time:1646148504.5636716, thrl:-0.062042236328125, r:0.14215087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504584193245,time:1646148504.5838876, thrl:-0.047393798828125, r:0.14215087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504603209026,time:1646148504.6028135, thrl:-0.033721923828125, r:0.14215087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504623071999,time:1646148504.6227999, thrl:-0.033721923828125, r:0.14215087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504645704619,time:1646148504.6454022, thrl:-0.020050048828125, r:0.14215087890625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504665013911,time:1646148504.6648014, thrl:-0.020050048828125, r:0.13531494140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504686189802,time:1646148504.685603, thrl:-0.020050048828125, r:0.13140869140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504702742210,time:1646148504.702524, thrl:-0.019073486328125, r:0.112823486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504723848993,time:1646148504.7235324, thrl:-0.018096923828125, r:0.098175048828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504742496997,time:1646148504.742274, thrl:-0.017120361328125, r:0.083526611328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504762934394,time:1646148504.7626426, thrl:-0.016143798828125, r:0.066925048828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504783615545,time:1646148504.7832885, thrl:-0.014190673828125, r:0.05224609375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504802923804,time:1646148504.8025038, thrl:0.00146484375, r:0.03466796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504823672715,time:1646148504.8234265, thrl:0.00146484375, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504845013256,time:1646148504.844797, thrl:0.00146484375, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504864958821,time:1646148504.8645594, thrl:0.01611328125, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504883139021,time:1646148504.8828335, thrl:0.01611328125, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504902723753,time:1646148504.9024596, thrl:0.01611328125, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504923848228,time:1646148504.9236295, thrl:0.01611328125, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504943269128,time:1646148504.9430513, thrl:0.01611328125, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504965385129,time:1646148504.965033, thrl:0.01611328125, r:0.00341796875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148504982494602,time:1646148504.9822733, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505002785207,time:1646148505.002539, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505023076635,time:1646148505.0228293, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505043385251,time:1646148505.0430887, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505062333698,time:1646148505.0621066, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505082527271,time:1646148505.0823102, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505102570150,time:1646148505.102311, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505125175586,time:1646148505.1247845, thrl:0.01611328125, r:0.00244140625, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505143392357,time:1646148505.1430678, thrl:0.01611328125, r:0.01708984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505162392796,time:1646148505.1621785, thrl:0.01611328125, r:0.01708984375, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505183047925,time:1646148505.1828082, thrl:0.01513671875, r:0.03564453125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505202896087,time:1646148505.202616, thrl:0.01513671875, r:0.03564453125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505224156632,time:1646148505.2239158, thrl:0.01416015625, r:0.05029296875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505245695656,time:1646148505.245465, thrl:0.01318359375, r:0.05029296875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505262732652,time:1646148505.2622957, thrl:0.01220703125, r:0.05029296875, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505282601482,time:1646148505.282383, thrl:0.01220703125, r:0.066925048828125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
1646148505303488132,time:1646148505.303185, thrl:0.01123046875, r:0.081573486328125, p:-0.7528076171875, y:-0.003448486328125, a:0.00048828125
