%time,field.data
1646148407802471664,time:1646148407.8022175, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407822048010,time:1646148407.8217993, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407842397218,time:1646148407.8421474, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407862615652,time:1646148407.8623757, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407882868115,time:1646148407.882427, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407902576287,time:1646148407.9022837, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407922301213,time:1646148407.9218993, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407942803384,time:1646148407.942432, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407962488579,time:1646148407.9621522, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148407982670001,time:1646148407.9823873, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148408003357990,time:1646148408.002962, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148408024082900,time:1646148408.0236676, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148408042646088,time:1646148408.0421011, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148408062684474,time:1646148408.062339, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148408084406940,time:1646148408.0836961, thrl:0.00048828125, r:-0.000518798828125, p:0.219329833984375, y:-0.005401611328125, a:0.00048828125
1646148408102571438,time:1646148408.1022694, thrl:0.00048828125, r:-0.000518798828125, p:0.18414306640625, y:-0.005401611328125, a:0.00048828125
1646148408122755249,time:1646148408.1223838, thrl:0.00048828125, r:-0.000518798828125, p:0.16363525390625, y:-0.005401611328125, a:0.00048828125
1646148408142436159,time:1646148408.1419194, thrl:0.00048828125, r:-0.000518798828125, p:0.16363525390625, y:-0.005401611328125, a:0.00048828125
1646148408163380953,time:1646148408.1627848, thrl:0.00048828125, r:-0.000518798828125, p:0.16363525390625, y:-0.005401611328125, a:0.00048828125
1646148408182649320,time:1646148408.1823711, thrl:0.00048828125, r:-0.000518798828125, p:0.16265869140625, y:-0.005401611328125, a:0.00048828125
1646148408202587615,time:1646148408.2022471, thrl:0.00048828125, r:-0.000518798828125, p:0.16265869140625, y:-0.005401611328125, a:0.00048828125
1646148408222134984,time:1646148408.221895, thrl:0.00048828125, r:-0.000518798828125, p:0.16265869140625, y:-0.005401611328125, a:0.00048828125
1646148408242890640,time:1646148408.2425635, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408265127686,time:1646148408.2643213, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408283844116,time:1646148408.2834845, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408304433718,time:1646148408.3040636, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408323208338,time:1646148408.3224714, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408343723268,time:1646148408.3431845, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408363347740,time:1646148408.3629036, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408383663402,time:1646148408.3830538, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408402896332,time:1646148408.402408, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408423837578,time:1646148408.423286, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408445892315,time:1646148408.4451702, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408463747480,time:1646148408.462885, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408485392557,time:1646148408.4838297, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408502386502,time:1646148408.50206, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408522428015,time:1646148408.5217955, thrl:0.00048828125, r:-0.000518798828125, p:0.16168212890625, y:-0.005401611328125, a:0.00048828125
1646148408543519559,time:1646148408.5431058, thrl:0.00048828125, r:-0.000518798828125, p:0.16070556640625, y:-0.005401611328125, a:0.00048828125
1646148408562834365,time:1646148408.5624118, thrl:0.00048828125, r:-0.000518798828125, p:0.16070556640625, y:-0.005401611328125, a:0.00048828125
1646148408584830369,time:1646148408.5832324, thrl:0.00048828125, r:-0.000518798828125, p:0.16070556640625, y:-0.005401611328125, a:0.00048828125
1646148408603275804,time:1646148408.6027405, thrl:0.00048828125, r:-0.000518798828125, p:0.16070556640625, y:-0.005401611328125, a:0.00048828125
1646148408622569592,time:1646148408.622129, thrl:0.00048828125, r:-0.000518798828125, p:0.15875244140625, y:-0.005401611328125, a:0.00048828125
1646148408643654519,time:1646148408.6429574, thrl:0.00048828125, r:-0.000518798828125, p:0.15875244140625, y:-0.005401611328125, a:0.00048828125
1646148408662207957,time:1646148408.6618052, thrl:0.00048828125, r:-0.000518798828125, p:0.15875244140625, y:-0.005401611328125, a:0.00048828125
1646148408683267183,time:1646148408.682742, thrl:0.00048828125, r:-0.000518798828125, p:0.106964111328125, y:-0.005401611328125, a:0.00048828125
1646148408703363081,time:1646148408.7029932, thrl:0.00048828125, r:-0.000518798828125, p:0.106964111328125, y:-0.005401611328125, a:0.00048828125
1646148408722864607,time:1646148408.7218523, thrl:0.00048828125, r:-0.000518798828125, p:0.106964111328125, y:-0.005401611328125, a:0.00048828125
1646148408744295535,time:1646148408.7435553, thrl:0.00048828125, r:-0.000518798828125, p:0.106964111328125, y:-0.005401611328125, a:0.00048828125
1646148408762756953,time:1646148408.7624254, thrl:0.00048828125, r:-0.000518798828125, p:0.105987548828125, y:-0.005401611328125, a:0.00048828125
1646148408783401646,time:1646148408.782624, thrl:0.00048828125, r:-0.000518798828125, p:0.105987548828125, y:-0.005401611328125, a:0.00048828125
1646148408803692782,time:1646148408.8026578, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408824380076,time:1646148408.8237793, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408842673905,time:1646148408.8423417, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408862451533,time:1646148408.8621223, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408882810423,time:1646148408.8825617, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408902352336,time:1646148408.902113, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408922881213,time:1646148408.9226415, thrl:0.00048828125, r:-0.000518798828125, p:0.105010986328125, y:-0.005401611328125, a:0.00048828125
1646148408944059852,time:1646148408.9432576, thrl:0.00048828125, r:-0.000518798828125, p:0.104034423828125, y:-0.005401611328125, a:0.00048828125
1646148408962320723,time:1646148408.9619014, thrl:0.00048828125, r:-0.000518798828125, p:0.104034423828125, y:-0.005401611328125, a:0.00048828125
1646148408983307604,time:1646148408.9829893, thrl:0.00048828125, r:-0.000518798828125, p:0.104034423828125, y:-0.005401611328125, a:0.00048828125
1646148409003355319,time:1646148409.0028267, thrl:0.00048828125, r:-0.000518798828125, p:0.104034423828125, y:-0.005401611328125, a:0.00048828125
1646148409022393173,time:1646148409.0221708, thrl:0.00048828125, r:-0.000518798828125, p:0.104034423828125, y:-0.005401611328125, a:0.00048828125
1646148409043386702,time:1646148409.0430686, thrl:0.00048828125, r:-0.000518798828125, p:0.06005859375, y:-0.005401611328125, a:0.00048828125
1646148409062389160,time:1646148409.0621724, thrl:0.00048828125, r:-0.000518798828125, p:0.06005859375, y:-0.005401611328125, a:0.00048828125
1646148409083441374,time:1646148409.0830135, thrl:0.00048828125, r:-0.000518798828125, p:0.05908203125, y:-0.005401611328125, a:0.00048828125
1646148409102697238,time:1646148409.1022851, thrl:0.00048828125, r:-0.000518798828125, p:0.05908203125, y:-0.005401611328125, a:0.00048828125
1646148409122757256,time:1646148409.1225495, thrl:0.00048828125, r:-0.000518798828125, p:0.05810546875, y:-0.005401611328125, a:0.00048828125
1646148409142875456,time:1646148409.1426704, thrl:0.00048828125, r:-0.000518798828125, p:0.05810546875, y:-0.005401611328125, a:0.00048828125
1646148409163234764,time:1646148409.1629086, thrl:0.00048828125, r:-0.000518798828125, p:0.05810546875, y:0.01025390625, a:0.00048828125
1646148409182587266,time:1646148409.182292, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.01025390625, a:0.00048828125
1646148409203760991,time:1646148409.2035596, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.01025390625, a:0.00048828125
1646148409222309683,time:1646148409.2220736, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.02587890625, a:0.00048828125
1646148409243016267,time:1646148409.242759, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.04638671875, a:0.00048828125
1646148409264870530,time:1646148409.2644289, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.065948486328125, a:0.00048828125
1646148409282704534,time:1646148409.2821748, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.065948486328125, a:0.00048828125
1646148409302341658,time:1646148409.3020205, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.065948486328125, a:0.00048828125
1646148409322570756,time:1646148409.3219974, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.066925048828125, a:0.00048828125
1646148409342998342,time:1646148409.3425386, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.067901611328125, a:0.00048828125
1646148409362967614,time:1646148409.362755, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.068878173828125, a:0.00048828125
1646148409383275873,time:1646148409.3830624, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.06201171875, a:0.00048828125
1646148409405034461,time:1646148409.404713, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00732421875, a:0.00048828125
1646148409422585073,time:1646148409.422281, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00732421875, a:0.00048828125
1646148409443373165,time:1646148409.4430718, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00634765625, a:0.00048828125
1646148409462339397,time:1646148409.46213, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00537109375, a:0.00048828125
1646148409482833563,time:1646148409.4824688, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00439453125, a:0.00048828125
1646148409502811250,time:1646148409.5023515, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00439453125, a:0.00048828125
1646148409523101454,time:1646148409.5227215, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00341796875, a:0.00048828125
1646148409543082462,time:1646148409.5428727, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00244140625, a:0.00048828125
1646148409562719401,time:1646148409.562507, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00244140625, a:0.00048828125
1646148409582670327,time:1646148409.582372, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00146484375, a:0.00048828125
1646148409603627190,time:1646148409.6031818, thrl:0.00048828125, r:-0.000518798828125, p:0.05712890625, y:0.00146484375, a:0.00048828125
1646148409622513205,time:1646148409.6222973, thrl:0.00048828125, r:-0.000518798828125, p:0.01611328125, y:0.00048828125, a:0.00048828125
1646148409642165317,time:1646148409.6419494, thrl:0.00048828125, r:-0.000518798828125, p:-0.008331298828125, y:0.00048828125, a:0.00048828125
1646148409662272919,time:1646148409.6618528, thrl:0.00048828125, r:-0.000518798828125, p:-0.029815673828125, y:0.00048828125, a:0.00048828125
1646148409682944010,time:1646148409.682058, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.001495361328125, a:0.00048828125
1646148409702161743,time:1646148409.7018676, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.001495361328125, a:0.00048828125
1646148409722865477,time:1646148409.722139, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.001495361328125, a:0.00048828125
1646148409743110804,time:1646148409.7427526, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.001495361328125, a:0.00048828125
1646148409763299900,time:1646148409.7630172, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409782412091,time:1646148409.7820997, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409803333689,time:1646148409.802953, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409822249170,time:1646148409.8220258, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409842600108,time:1646148409.8419883, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409863610892,time:1646148409.863291, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409885513525,time:1646148409.8849354, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409903993262,time:1646148409.9035904, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409922802211,time:1646148409.9223304, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409942204178,time:1646148409.9418955, thrl:0.00048828125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409963174145,time:1646148409.9629626, thrl:0.01708984375, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148409982582751,time:1646148409.9823694, thrl:0.03955078125, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148410002183084,time:1646148410.0018823, thrl:0.04541015625, r:-0.000518798828125, p:-0.051300048828125, y:-0.002471923828125, a:0.00048828125
1646148410022465659,time:1646148410.022167, thrl:0.067901611328125, r:-0.000518798828125, p:-0.11383056640625, y:-0.002471923828125, a:0.00048828125
1646148410043427381,time:1646148410.043196, thrl:0.082550048828125, r:-0.000518798828125, p:-0.143157958984375, y:-0.002471923828125, a:0.00048828125
1646148410062325438,time:1646148410.0621216, thrl:0.082550048828125, r:-0.000518798828125, p:-0.163665771484375, y:-0.002471923828125, a:0.00048828125
