%time,field.data
1650908677608050965,time:1650908677.607554, thrl:-0.006378173828125, r:0.195892333984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.399139404296875
1650908677627959754,time:1650908677.6274843, thrl:-0.006378173828125, r:0.17437744140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.399139404296875
1650908677647443969,time:1650908677.6471283, thrl:-0.006378173828125, r:0.14508056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.399139404296875
1650908677667230104,time:1650908677.6669433, thrl:-0.006378173828125, r:0.13922119140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.399139404296875
1650908677687363956,time:1650908677.6870232, thrl:-0.006378173828125, r:0.13726806640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.399139404296875
1650908677709045048,time:1650908677.707597, thrl:-0.006378173828125, r:0.13531494140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.399139404296875
1650908677726966622,time:1650908677.7267575, thrl:-0.008331298828125, r:0.120635986328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677747919619,time:1650908677.7475324, thrl:-0.009307861328125, r:0.120635986328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677771998289,time:1650908677.7711425, thrl:-0.010284423828125, r:0.120635986328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677789284482,time:1650908677.7888808, thrl:-0.010284423828125, r:0.14996337890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677807231897,time:1650908677.8068862, thrl:-0.010284423828125, r:0.15582275390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677827689559,time:1650908677.8273904, thrl:-0.010284423828125, r:0.15875244140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677847412761,time:1650908677.8471663, thrl:-0.010284423828125, r:0.17633056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677868503841,time:1650908677.8680234, thrl:-0.010284423828125, r:0.17633056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677890092263,time:1650908677.889771, thrl:-0.010284423828125, r:0.17633056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677907674354,time:1650908677.9070654, thrl:-0.010284423828125, r:0.19000244140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677927550174,time:1650908677.9272344, thrl:-0.010284423828125, r:0.199798583984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677947730124,time:1650908677.9473536, thrl:-0.010284423828125, r:0.214447021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677971907953,time:1650908677.9714174, thrl:-0.010284423828125, r:0.214447021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908677990546232,time:1650908677.9903147, thrl:-0.010284423828125, r:0.214447021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678008002171,time:1650908678.0076816, thrl:-0.016143798828125, r:0.214447021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678027225829,time:1650908678.0270321, thrl:-0.018096923828125, r:0.214447021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678047403953,time:1650908678.047091, thrl:-0.018096923828125, r:0.214447021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678066961012,time:1650908678.066752, thrl:-0.018096923828125, r:0.215423583984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678087521181,time:1650908678.087236, thrl:-0.018096923828125, r:0.217376708984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678108968970,time:1650908678.1083465, thrl:-0.018096923828125, r:0.217376708984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678127772447,time:1650908678.1274633, thrl:-0.019073486328125, r:0.233001708984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678147420779,time:1650908678.1472065, thrl:-0.014190673828125, r:0.238861083984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678167616377,time:1650908678.1674001, thrl:-0.013214111328125, r:0.242767333984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678187732651,time:1650908678.187556, thrl:-0.013214111328125, r:0.242767333984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678208290652,time:1650908678.2078583, thrl:-0.009307861328125, r:0.242767333984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678228462666,time:1650908678.2276511, thrl:-0.003448486328125, r:0.2593994140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678247585555,time:1650908678.2473738, thrl:-0.003448486328125, r:0.2593994140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678267216766,time:1650908678.2670069, thrl:-0.003448486328125, r:0.2593994140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678287535868,time:1650908678.2870128, thrl:-0.003448486328125, r:0.2593994140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678307499480,time:1650908678.3072789, thrl:0.00048828125, r:0.2593994140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678327358819,time:1650908678.3271258, thrl:0.00048828125, r:0.2740478515625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678347171694,time:1650908678.346863, thrl:0.00048828125, r:0.2740478515625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678367041619,time:1650908678.3668067, thrl:0.01708984375, r:0.2740478515625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.398162841796875
1650908678387944130,time:1650908678.387625, thrl:0.02294921875, r:0.2750244140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.397186279296875
1650908678407471130,time:1650908678.4072254, thrl:0.04541015625, r:0.2935791015625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.397186279296875
1650908678428533890,time:1650908678.4279916, thrl:0.06103515625, r:0.3111572265625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.397186279296875
1650908678448660812,time:1650908678.448339, thrl:0.082550048828125, r:0.324859619140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36981201171875
1650908678467650152,time:1650908678.4674268, thrl:0.082550048828125, r:0.324859619140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36981201171875
1650908678487320061,time:1650908678.4870887, thrl:0.082550048828125, r:0.324859619140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.35418701171875
1650908678507613629,time:1650908678.5073917, thrl:0.085479736328125, r:0.324859619140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678527648133,time:1650908678.5272112, thrl:0.103057861328125, r:0.342437744140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678547838889,time:1650908678.547519, thrl:0.103057861328125, r:0.342437744140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678568202715,time:1650908678.5679183, thrl:0.111846923828125, r:0.351226806640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678590012671,time:1650908678.5893054, thrl:0.117706298828125, r:0.351226806640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678609150455,time:1650908678.6087408, thrl:0.117706298828125, r:0.351226806640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678627751198,time:1650908678.6273484, thrl:0.117706298828125, r:0.352203369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678647299725,time:1650908678.6470103, thrl:0.14215087890625, r:0.367828369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678667665350,time:1650908678.6674225, thrl:0.15875244140625, r:0.367828369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678687157126,time:1650908678.686859, thrl:0.15875244140625, r:0.367828369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678708438626,time:1650908678.7077026, thrl:0.16461181640625, r:0.367828369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678727184399,time:1650908678.7267935, thrl:0.18316650390625, r:0.367828369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678747851678,time:1650908678.7473857, thrl:0.18902587890625, r:0.367828369140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678768710674,time:1650908678.7684119, thrl:0.205657958984375, r:0.353179931640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678787383367,time:1650908678.7870727, thrl:0.211517333984375, r:0.339508056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678808315858,time:1650908678.8080165, thrl:0.211517333984375, r:0.339508056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678827111622,time:1650908678.826861, thrl:0.211517333984375, r:0.339508056640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678847348767,time:1650908678.8470361, thrl:0.216400146484375, r:0.332672119140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678867274284,time:1650908678.8670123, thrl:0.217376708984375, r:0.3160400390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678887214077,time:1650908678.886932, thrl:0.231048583984375, r:0.3092041015625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678908748470,time:1650908678.908233, thrl:0.231048583984375, r:0.3092041015625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678927153501,time:1650908678.9268963, thrl:0.231048583984375, r:0.2760009765625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678947526116,time:1650908678.9472644, thrl:0.231048583984375, r:0.256439208984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678967308458,time:1650908678.9670436, thrl:0.231048583984375, r:0.233978271484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908678987040469,time:1650908678.9867897, thrl:0.231048583984375, r:0.204681396484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.306304931640625
1650908679007906772,time:1650908679.0075192, thrl:0.232025146484375, r:0.16168212890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.306304931640625
1650908679027303833,time:1650908679.027048, thrl:0.232025146484375, r:0.14117431640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.289703369140625
1650908679050680491,time:1650908679.0502732, thrl:0.213470458984375, r:0.115753173828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.289703369140625
1650908679071429321,time:1650908679.0709965, thrl:0.19000244140625, r:0.080596923828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.289703369140625
1650908679087021330,time:1650908679.086812, thrl:0.17340087890625, r:0.080596923828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.288726806640625
1650908679107693394,time:1650908679.107482, thrl:0.16363525390625, r:0.080596923828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.287750244140625
1650908679127411143,time:1650908679.1271963, thrl:0.14605712890625, r:0.080596923828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.287750244140625
1650908679149427777,time:1650908679.1491075, thrl:0.14019775390625, r:0.05029296875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679171118978,time:1650908679.1708121, thrl:0.117706298828125, r:0.05029296875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679187893698,time:1650908679.1876643, thrl:0.117706298828125, r:0.05029296875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679207199546,time:1650908679.2069829, thrl:0.104034423828125, r:0.05029296875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679227202898,time:1650908679.2269888, thrl:0.090362548828125, r:0.05712890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679251898380,time:1650908679.250995, thrl:0.075714111328125, r:0.085479736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679267193877,time:1650908679.2669528, thrl:0.075714111328125, r:0.088409423828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679288155380,time:1650908679.287276, thrl:0.067901611328125, r:0.089385986328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679307829686,time:1650908679.307519, thrl:0.067901611328125, r:0.089385986328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679327107138,time:1650908679.3268313, thrl:0.067901611328125, r:0.083526611328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679347362447,time:1650908679.3470705, thrl:0.067901611328125, r:0.067901611328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679367520741,time:1650908679.3672323, thrl:0.070831298828125, r:0.067901611328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679387681419,time:1650908679.3871415, thrl:0.090362548828125, r:0.06103515625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679407205400,time:1650908679.4069026, thrl:0.113800048828125, r:0.01904296875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679430332128,time:1650908679.429307, thrl:0.14605712890625, r:0.01123046875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679447422322,time:1650908679.4472082, thrl:0.16168212890625, r:0.01123046875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679467597609,time:1650908679.4672794, thrl:0.16754150390625, r:0.01025390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.286773681640625
1650908679487515857,time:1650908679.487067, thrl:0.19000244140625, r:0.01025390625, p:-0.7498779296875, y:0.00048828125, a:0.999969482421875, col:-0.286773681640625
1650908679507585070,time:1650908679.5072894, thrl:0.195892333984375, r:0.00927734375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908679527013176,time:1650908679.5267222, thrl:0.213470458984375, r:0.00830078125, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908679547495591,time:1650908679.5472336, thrl:0.232025146484375, r:0.00830078125, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908679567450100,time:1650908679.5671785, thrl:0.2720947265625, r:0.00732421875, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908679587278228,time:1650908679.5869703, thrl:0.2808837890625, r:0.00634765625, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679607799245,time:1650908679.6073103, thrl:0.2984619140625, r:0.00537109375, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679627996016,time:1650908679.6276884, thrl:0.2984619140625, r:0.00537109375, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679647030823,time:1650908679.646755, thrl:0.3043212890625, r:0.00537109375, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679667803729,time:1650908679.667381, thrl:0.3082275390625, r:0.00537109375, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679688393317,time:1650908679.6876671, thrl:0.3082275390625, r:0.00537109375, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679707462175,time:1650908679.7071702, thrl:0.3082275390625, r:0.00439453125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679727864308,time:1650908679.7275202, thrl:0.3082275390625, r:0.00439453125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679747486524,time:1650908679.747176, thrl:0.3082275390625, r:0.00439453125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679767976443,time:1650908679.7676764, thrl:0.3092041015625, r:0.00439453125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679787474031,time:1650908679.7870772, thrl:0.3092041015625, r:0.00439453125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679807412659,time:1650908679.8070936, thrl:0.3101806640625, r:0.00341796875, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679829248924,time:1650908679.8289437, thrl:0.3111572265625, r:0.00341796875, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679847680878,time:1650908679.8473804, thrl:0.328765869140625, r:0.00341796875, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679867397244,time:1650908679.8668685, thrl:0.342437744140625, r:0.00244140625, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679887820104,time:1650908679.8873956, thrl:0.358062744140625, r:-0.013214111328125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679907700521,time:1650908679.9074354, thrl:0.358062744140625, r:-0.026885986328125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679927472756,time:1650908679.9271884, thrl:0.358062744140625, r:-0.041534423828125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.286773681640625
1650908679949945382,time:1650908679.9492688, thrl:0.343414306640625, r:-0.07379150390625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908679968665718,time:1650908679.9681942, thrl:0.332672119140625, r:-0.07965087890625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908679987818356,time:1650908679.9873292, thrl:0.3160400390625, r:-0.10113525390625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908680007608139,time:1650908680.0071688, thrl:0.3082275390625, r:-0.10113525390625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908680027402482,time:1650908680.0270052, thrl:0.2945556640625, r:-0.10113525390625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908680047528855,time:1650908680.0470574, thrl:0.2945556640625, r:-0.10113525390625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.286773681640625
1650908680067667105,time:1650908680.0673862, thrl:0.2994384765625, r:-0.10113525390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680087447989,time:1650908680.0870473, thrl:0.332672119140625, r:-0.10113525390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680107390442,time:1650908680.1071005, thrl:0.338531494140625, r:-0.10113525390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680127021369,time:1650908680.1267529, thrl:0.338531494140625, r:-0.10699462890625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680147738486,time:1650908680.1474295, thrl:0.334625244140625, r:-0.10699462890625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680167221017,time:1650908680.1669421, thrl:0.2838134765625, r:-0.11090087890625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680188377135,time:1650908680.187723, thrl:0.238861083984375, r:-0.12554931640625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.286773681640625
1650908680207282605,time:1650908680.2069743, thrl:0.19195556640625, r:-0.139251708984375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.309234619140625
1650908680227787561,time:1650908680.2274795, thrl:0.16558837890625, r:-0.139251708984375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.309234619140625
1650908680247720448,time:1650908680.2473903, thrl:0.13336181640625, r:-0.153900146484375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.309234619140625
1650908680267449364,time:1650908680.2671378, thrl:0.115753173828125, r:-0.153900146484375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.309234619140625
1650908680288280180,time:1650908680.287863, thrl:0.096221923828125, r:-0.173431396484375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.309234619140625
1650908680307071428,time:1650908680.306766, thrl:0.070831298828125, r:-0.1959228515625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680327355337,time:1650908680.327072, thrl:0.01513671875, r:-0.2222900390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680347097614,time:1650908680.3468175, thrl:0.01513671875, r:-0.2222900390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680367048638,time:1650908680.3667665, thrl:0.01513671875, r:-0.2388916015625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680388797080,time:1650908680.3878462, thrl:0.01513671875, r:-0.2457275390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680407576654,time:1650908680.407276, thrl:0.01416015625, r:-0.263336181640625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680427599595,time:1650908680.4272935, thrl:0.01318359375, r:-0.263336181640625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680447125501,time:1650908680.4468682, thrl:0.01318359375, r:-0.268218994140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680468689847,time:1650908680.4681485, thrl:0.01318359375, r:-0.268218994140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680487396389,time:1650908680.4870787, thrl:0.01318359375, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680507246973,time:1650908680.5068429, thrl:0.01220703125, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680527449558,time:1650908680.5270264, thrl:0.01123046875, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680547439312,time:1650908680.5470288, thrl:0.01123046875, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680567795096,time:1650908680.5673966, thrl:0.01123046875, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680588727367,time:1650908680.5876536, thrl:0.00927734375, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680607461677,time:1650908680.6070871, thrl:0.00927734375, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680627251511,time:1650908680.6268468, thrl:0.00927734375, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680647219032,time:1650908680.6469135, thrl:-0.004425048828125, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680666993247,time:1650908680.6667154, thrl:-0.004425048828125, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680687455076,time:1650908680.6870968, thrl:-0.004425048828125, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680709272056,time:1650908680.708592, thrl:-0.004425048828125, r:-0.272125244140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680727422830,time:1650908680.7269666, thrl:-0.004425048828125, r:-0.273101806640625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680748135991,time:1650908680.7475588, thrl:-0.004425048828125, r:-0.273101806640625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.310211181640625
1650908680768498836,time:1650908680.767911, thrl:-0.004425048828125, r:-0.273101806640625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680788092390,time:1650908680.7875295, thrl:-0.004425048828125, r:-0.259429931640625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680807157006,time:1650908680.8068755, thrl:-0.004425048828125, r:-0.2506103515625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680827476037,time:1650908680.8270888, thrl:-0.003448486328125, r:-0.2242431640625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680848301072,time:1650908680.8477507, thrl:-0.002471923828125, r:-0.181243896484375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680867606015,time:1650908680.8672779, thrl:-0.001495361328125, r:-0.135345458984375, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680887657559,time:1650908680.8873105, thrl:0.01416015625, r:-0.09918212890625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680906975696,time:1650908680.906737, thrl:0.01416015625, r:-0.09039306640625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680927473521,time:1650908680.9270754, thrl:0.01416015625, r:-0.07379150390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
1650908680947409645,time:1650908680.9471204, thrl:0.01416015625, r:-0.057159423828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.310211181640625
