%time,field.data
1650908758508854963,time:1650908758.5083194, thrl:-0.001495361328125, r:0.00341796875, p:-0.303375244140625, y:-0.022979736328125, a:0.999969482421875, col:0.455780029296875
1650908758528334581,time:1650908758.527709, thrl:-0.001495361328125, r:0.00439453125, p:-0.303375244140625, y:-0.040557861328125, a:0.999969482421875, col:0.525146484375
1650908758547941531,time:1650908758.5476334, thrl:-0.001495361328125, r:0.00537109375, p:-0.35418701171875, y:-0.015167236328125, a:0.999969482421875, col:0.643341064453125
1650908758567504105,time:1650908758.5671277, thrl:-0.001495361328125, r:0.00634765625, p:-0.395233154296875, y:-0.001495361328125, a:0.999969482421875, col:0.69317626953125
1650908758593363058,time:1650908758.5925386, thrl:-0.001495361328125, r:0.00732421875, p:-0.396209716796875, y:-0.001495361328125, a:0.999969482421875, col:0.69317626953125
1650908758607874864,time:1650908758.6075985, thrl:-0.001495361328125, r:0.00830078125, p:-0.396209716796875, y:-0.001495361328125, a:0.999969482421875, col:0.69415283203125
1650908758628071585,time:1650908758.6275718, thrl:-0.001495361328125, r:0.02197265625, p:-0.397186279296875, y:-0.001495361328125, a:0.999969482421875, col:0.69512939453125
1650908758647997614,time:1650908758.6475527, thrl:-0.000518798828125, r:0.02197265625, p:-0.398162841796875, y:-0.001495361328125, a:0.999969482421875, col:0.69610595703125
1650908758667502740,time:1650908758.6671937, thrl:-0.000518798828125, r:0.02197265625, p:-0.399139404296875, y:-0.001495361328125, a:0.999969482421875, col:0.69708251953125
1650908758689720683,time:1650908758.6892962, thrl:-0.000518798828125, r:0.02197265625, p:-0.400115966796875, y:-0.001495361328125, a:0.999969482421875, col:0.69805908203125
1650908758707682741,time:1650908758.7074044, thrl:-0.000518798828125, r:0.02197265625, p:-0.400115966796875, y:-0.001495361328125, a:0.999969482421875, col:0.69805908203125
1650908758728421643,time:1650908758.727799, thrl:-0.000518798828125, r:0.02197265625, p:-0.435272216796875, y:-0.001495361328125, a:0.999969482421875, col:0.736175537109375
1650908758747464427,time:1650908758.7470405, thrl:-0.000518798828125, r:0.02197265625, p:-0.449920654296875, y:-0.001495361328125, a:0.999969482421875, col:0.751800537109375
1650908758767469602,time:1650908758.767162, thrl:-0.000518798828125, r:0.02197265625, p:-0.450897216796875, y:-0.001495361328125, a:0.999969482421875, col:0.751800537109375
1650908758787419571,time:1650908758.7870815, thrl:0.00048828125, r:0.02197265625, p:-0.472412109375, y:-0.001495361328125, a:0.999969482421875, col:0.773284912109375
1650908758807932903,time:1650908758.8074632, thrl:0.00048828125, r:0.02197265625, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758827618924,time:1650908758.8272655, thrl:0.00048828125, r:0.02294921875, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758847675848,time:1650908758.8473878, thrl:0.00048828125, r:0.02294921875, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758868101317,time:1650908758.8677769, thrl:0.00048828125, r:0.02294921875, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758888648304,time:1650908758.8882072, thrl:0.00048828125, r:0.02294921875, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758907798880,time:1650908758.907524, thrl:0.00048828125, r:0.02294921875, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758927396002,time:1650908758.9270973, thrl:0.00146484375, r:0.02294921875, p:-0.489013671875, y:-0.001495361328125, a:0.999969482421875, col:0.7899169921875
1650908758947603939,time:1650908758.947304, thrl:0.00146484375, r:0.02294921875, p:-0.409881591796875, y:-0.001495361328125, a:0.999969482421875, col:0.709808349609375
1650908758968401002,time:1650908758.9676807, thrl:0.00146484375, r:0.02294921875, p:-0.32879638671875, y:-0.001495361328125, a:0.999969482421875, col:0.603302001953125
1650908758988742145,time:1650908758.9884765, thrl:0.00146484375, r:0.02294921875, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:0.44305419921875
1650908759007954069,time:1650908759.0076752, thrl:0.00146484375, r:0.02294921875, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:0.370758056640625
1650908759027565056,time:1650908759.027261, thrl:0.00146484375, r:0.02880859375, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:0.327789306640625
1650908759047959024,time:1650908759.0476687, thrl:0.00146484375, r:0.03271484375, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:0.2955322265625
1650908759067738954,time:1650908759.0674334, thrl:0.00146484375, r:0.03271484375, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:0.17242431640625
1650908759087872153,time:1650908759.087565, thrl:0.00146484375, r:0.03369140625, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:0.117706298828125
1650908759108527616,time:1650908759.1081302, thrl:0.00146484375, r:0.05029296875, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:-0.017120361328125
1650908759128319545,time:1650908759.1277182, thrl:0.00146484375, r:0.05029296875, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:-0.08941650390625
1650908759149612679,time:1650908759.1490164, thrl:0.00146484375, r:0.064971923828125, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:-0.258453369140625
1650908759167906826,time:1650908759.167455, thrl:0.00146484375, r:0.064971923828125, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:-0.32489013671875
1650908759188254918,time:1650908759.187666, thrl:0.00146484375, r:0.070831298828125, p:-0.304351806640625, y:-0.001495361328125, a:0.999969482421875, col:-0.510498046875
1650908759208404649,time:1650908759.2076936, thrl:0.00146484375, r:0.074737548828125, p:-0.32293701171875, y:-0.001495361328125, a:0.999969482421875, col:-0.58966064453125
1650908759229991254,time:1650908759.2291136, thrl:0.00146484375, r:0.075714111328125, p:-0.35125732421875, y:-0.001495361328125, a:0.999969482421875, col:-0.63751220703125
1650908759248952853,time:1650908759.248517, thrl:0.00146484375, r:0.075714111328125, p:-0.37567138671875, y:0.01318359375, a:0.999969482421875, col:-0.669769287109375
1650908759268472131,time:1650908759.2680748, thrl:0.00244140625, r:0.093292236328125, p:-0.425506591796875, y:0.03173828125, a:0.999969482421875, col:-0.7254638671875
1650908759287779948,time:1650908759.2874622, thrl:0.00244140625, r:0.093292236328125, p:-0.469482421875, y:0.01806640625, a:0.999969482421875, col:-0.7694091796875
1650908759307453411,time:1650908759.3071811, thrl:0.00244140625, r:0.093292236328125, p:-0.503662109375, y:-0.000518798828125, a:0.999969482421875, col:-0.802642822265625
1650908759327731982,time:1650908759.3275113, thrl:0.00244140625, r:0.093292236328125, p:-0.503662109375, y:-0.000518798828125, a:0.999969482421875, col:-0.802642822265625
1650908759347513662,time:1650908759.3471608, thrl:0.00244140625, r:0.093292236328125, p:-0.503662109375, y:0.01318359375, a:0.999969482421875, col:-0.802642822265625
1650908759368014234,time:1650908759.367794, thrl:0.00244140625, r:0.093292236328125, p:-0.503662109375, y:0.01318359375, a:0.999969482421875, col:-0.802642822265625
1650908759388307301,time:1650908759.3879802, thrl:0.00244140625, r:0.093292236328125, p:-0.503662109375, y:0.01318359375, a:0.999969482421875, col:-0.802642822265625
1650908759407697563,time:1650908759.407405, thrl:0.00244140625, r:0.093292236328125, p:-0.503662109375, y:0.01318359375, a:0.999969482421875, col:-0.802642822265625
1650908759427466966,time:1650908759.4271133, thrl:0.00341796875, r:0.093292236328125, p:-0.503662109375, y:-0.000518798828125, a:0.999969482421875, col:-0.802642822265625
1650908759447985967,time:1650908759.4475784, thrl:0.00341796875, r:0.093292236328125, p:-0.503662109375, y:-0.000518798828125, a:0.999969482421875, col:-0.802642822265625
1650908759467425813,time:1650908759.4671493, thrl:0.00341796875, r:0.088409423828125, p:-0.503662109375, y:-0.000518798828125, a:0.999969482421875, col:-0.802642822265625
1650908759488674615,time:1650908759.4880714, thrl:0.00341796875, r:0.088409423828125, p:-0.454833984375, y:-0.000518798828125, a:0.999969482421875, col:-0.7547607421875
1650908759507996151,time:1650908759.5077279, thrl:0.00341796875, r:0.086456298828125, p:-0.387420654296875, y:-0.000518798828125, a:0.999969482421875, col:-0.683441162109375
1650908759528361528,time:1650908759.5278203, thrl:0.00341796875, r:0.071807861328125, p:-0.36981201171875, y:-0.000518798828125, a:0.999969482421875, col:-0.662933349609375
1650908759547759815,time:1650908759.5474458, thrl:0.00439453125, r:0.065948486328125, p:-0.310211181640625, y:-0.000518798828125, a:0.999969482421875, col:-0.560333251953125
1650908759567776545,time:1650908759.5675578, thrl:0.00439453125, r:0.065948486328125, p:-0.304351806640625, y:-0.000518798828125, a:0.999969482421875, col:-0.500732421875
1650908759587352632,time:1650908759.5871272, thrl:0.00439453125, r:0.06103515625, p:-0.304351806640625, y:-0.000518798828125, a:0.999969482421875, col:-0.500732421875
1650908759608068668,time:1650908759.6075768, thrl:0.00439453125, r:0.06005859375, p:-0.304351806640625, y:-0.000518798828125, a:0.999969482421875, col:-0.500732421875
1650908759627855486,time:1650908759.6275363, thrl:-0.025909423828125, r:0.074737548828125, p:-0.304351806640625, y:-0.000518798828125, a:0.999969482421875, col:-0.499755859375
1650908759649167989,time:1650908759.648011, thrl:-0.045440673828125, r:0.100128173828125, p:-0.304351806640625, y:0.02587890625, a:0.999969482421875, col:-0.499755859375
1650908759667467647,time:1650908759.6672509, thrl:-0.051300048828125, r:0.13140869140625, p:-0.304351806640625, y:0.05322265625, a:0.999969482421875, col:-0.533966064453125
1650908759687742161,time:1650908759.6875238, thrl:-0.051300048828125, r:0.15679931640625, p:-0.32489013671875, y:0.05322265625, a:0.999969482421875, col:-0.59454345703125
1650908759708066728,time:1650908759.707728, thrl:-0.053253173828125, r:0.15679931640625, p:-0.38446044921875, y:0.05712890625, a:0.999969482421875, col:-0.680511474609375
1650908759727826223,time:1650908759.7276108, thrl:-0.049346923828125, r:0.15679931640625, p:-0.416717529296875, y:0.05029296875, a:0.999969482421875, col:-0.7166748046875
1650908759747634411,time:1650908759.7474055, thrl:-0.048370361328125, r:0.15679931640625, p:-0.431365966796875, y:0.05029296875, a:0.999969482421875, col:-0.7313232421875
1650908759767389395,time:1650908759.7671673, thrl:-0.031768798828125, r:0.15679931640625, p:-0.431365966796875, y:0.05322265625, a:0.999969482421875, col:-0.7313232421875
1650908759787852389,time:1650908759.7874742, thrl:0.00048828125, r:0.15679931640625, p:-0.432342529296875, y:0.05322265625, a:0.999969482421875, col:-0.7322998046875
1650908759808133121,time:1650908759.8078418, thrl:0.00048828125, r:0.15679931640625, p:-0.432342529296875, y:0.03955078125, a:0.999969482421875, col:-0.7322998046875
1650908759827857019,time:1650908759.827638, thrl:0.00537109375, r:0.15679931640625, p:-0.404022216796875, y:0.01513671875, a:0.999969482421875, col:-0.701995849609375
1650908759848786173,time:1650908759.8480077, thrl:0.02294921875, r:0.15191650390625, p:-0.33270263671875, y:0.00048828125, a:0.999969482421875, col:-0.60821533203125
1650908759867399837,time:1650908759.8671792, thrl:0.065948486328125, r:0.13433837890625, p:-0.302398681640625, y:0.00634765625, a:0.999969482421875, col:-0.451904296875
1650908759888567693,time:1650908759.8880613, thrl:0.082550048828125, r:0.13433837890625, p:-0.302398681640625, y:0.00634765625, a:0.999969482421875, col:-0.451904296875
1650908759908146966,time:1650908759.90775, thrl:0.105987548828125, r:0.14996337890625, p:-0.302398681640625, y:0.05908203125, a:0.999969482421875, col:-0.38543701171875
1650908759930071198,time:1650908759.9296436, thrl:0.105987548828125, r:0.15972900390625, p:-0.302398681640625, y:0.112823486328125, a:0.999969482421875, col:-0.316070556640625
1650908759950595620,time:1650908759.9500403, thrl:0.105987548828125, r:0.17437744140625, p:-0.302398681640625, y:0.15191650390625, a:0.999969482421875, col:-0.2213134765625
1650908759967832471,time:1650908759.967531, thrl:0.105987548828125, r:0.204681396484375, p:-0.302398681640625, y:0.15191650390625, a:0.999969482421875, col:-0.12457275390625
1650908759988214231,time:1650908759.9879289, thrl:0.110870361328125, r:0.241790771484375, p:-0.302398681640625, y:0.15191650390625, a:0.999969482421875, col:-0.07476806640625
1650908760008885201,time:1650908760.0084658, thrl:0.127471923828125, r:0.255462646484375, p:-0.302398681640625, y:0.14508056640625, a:0.999969482421875, col:-0.07476806640625
1650908760028212757,time:1650908760.027732, thrl:0.127471923828125, r:0.255462646484375, p:-0.302398681640625, y:0.14996337890625, a:0.999969482421875, col:-0.07476806640625
1650908760049500475,time:1650908760.048832, thrl:0.127471923828125, r:0.2603759765625, p:-0.302398681640625, y:0.17242431640625, a:0.999969482421875, col:-0.07476806640625
1650908760068975920,time:1650908760.068619, thrl:0.127471923828125, r:0.2603759765625, p:-0.302398681640625, y:0.17242431640625, a:0.999969482421875, col:-0.07476806640625
1650908760088715235,time:1650908760.0882444, thrl:0.127471923828125, r:0.2633056640625, p:-0.302398681640625, y:0.17242431640625, a:0.999969482421875, col:-0.07476806640625
1650908760107825479,time:1650908760.107353, thrl:0.121612548828125, r:0.2818603515625, p:-0.302398681640625, y:0.17340087890625, a:0.999969482421875, col:-0.07476806640625
1650908760129498636,time:1650908760.129088, thrl:0.105987548828125, r:0.3189697265625, p:-0.302398681640625, y:0.17535400390625, a:0.999969482421875, col:-0.07476806640625
1650908760148375848,time:1650908760.147609, thrl:0.092315673828125, r:0.332672119140625, p:-0.302398681640625, y:0.17535400390625, a:0.999969482421875, col:-0.036651611328125
1650908760167515655,time:1650908760.1670687, thrl:0.092315673828125, r:0.332672119140625, p:-0.302398681640625, y:0.17535400390625, a:0.999969482421875, col:-0.036651611328125
1650908760188103135,time:1650908760.1876478, thrl:0.074737548828125, r:0.332672119140625, p:-0.302398681640625, y:0.17535400390625, a:0.999969482421875, col:-0.001495361328125
1650908760208445467,time:1650908760.2072551, thrl:0.068878173828125, r:0.332672119140625, p:-0.302398681640625, y:0.16754150390625, a:0.999969482421875, col:-0.001495361328125
1650908760228864188,time:1650908760.2278492, thrl:0.064971923828125, r:0.332672119140625, p:-0.302398681640625, y:0.123565673828125, a:0.999969482421875, col:-0.001495361328125
1650908760248390703,time:1650908760.2476475, thrl:0.06396484375, r:0.332672119140625, p:-0.302398681640625, y:0.123565673828125, a:0.999969482421875, col:-0.001495361328125
1650908760269512402,time:1650908760.2687922, thrl:0.06396484375, r:0.332672119140625, p:-0.302398681640625, y:0.109893798828125, a:0.999969482421875, col:-0.000518798828125
1650908760288198215,time:1650908760.2876298, thrl:0.06298828125, r:0.332672119140625, p:-0.302398681640625, y:0.109893798828125, a:0.999969482421875, col:-0.000518798828125
1650908760307740814,time:1650908760.3072805, thrl:0.06298828125, r:0.332672119140625, p:-0.302398681640625, y:0.109893798828125, a:0.999969482421875, col:-0.000518798828125
1650908760328696366,time:1650908760.327911, thrl:0.06103515625, r:0.346343994140625, p:-0.302398681640625, y:0.095245361328125, a:0.999969482421875, col:-0.033721923828125
1650908760350731681,time:1650908760.350331, thrl:0.06005859375, r:0.352203369140625, p:-0.302398681640625, y:0.064971923828125, a:0.999969482421875, col:-0.049346923828125
1650908760369442100,time:1650908760.3689842, thrl:0.06005859375, r:0.370758056640625, p:-0.302398681640625, y:0.04052734375, a:0.999969482421875, col:-0.07379150390625
1650908760388124327,time:1650908760.3876474, thrl:0.06005859375, r:0.384429931640625, p:-0.302398681640625, y:0.03662109375, a:0.999969482421875, col:-0.09429931640625
1650908760409011263,time:1650908760.4085839, thrl:0.064971923828125, r:0.38934326171875, p:-0.302398681640625, y:0.03466796875, a:0.999969482421875, col:-0.09429931640625
1650908760428245975,time:1650908760.427779, thrl:0.067901611328125, r:0.39227294921875, p:-0.302398681640625, y:0.01806640625, a:0.999969482421875, col:-0.11676025390625
1650908760450652381,time:1650908760.4500382, thrl:0.068878173828125, r:0.39227294921875, p:-0.302398681640625, y:0.00341796875, a:0.999969482421875, col:-0.11676025390625
1650908760467630762,time:1650908760.4671922, thrl:0.084503173828125, r:0.39227294921875, p:-0.302398681640625, y:0.00341796875, a:0.999969482421875, col:-0.11676025390625
1650908760488850609,time:1650908760.4883866, thrl:0.084503173828125, r:0.39324951171875, p:-0.302398681640625, y:0.00341796875, a:0.999969482421875, col:-0.11676025390625
1650908760507978781,time:1650908760.5075376, thrl:0.103057861328125, r:0.41473388671875, p:-0.302398681640625, y:0.00341796875, a:0.999969482421875, col:-0.11773681640625
1650908760528042418,time:1650908760.5276408, thrl:0.103057861328125, r:0.41864013671875, p:-0.302398681640625, y:0.00244140625, a:0.999969482421875, col:-0.11871337890625
1650908760550778338,time:1650908760.5502498, thrl:0.105987548828125, r:0.43621826171875, p:-0.302398681640625, y:0.00244140625, a:0.999969482421875, col:-0.158782958984375
1650908760567677116,time:1650908760.5672953, thrl:0.106964111328125, r:0.43621826171875, p:-0.302398681640625, y:0.00146484375, a:0.999969482421875, col:-0.158782958984375
1650908760588943472,time:1650908760.5885992, thrl:0.107940673828125, r:0.44207763671875, p:-0.302398681640625, y:0.00146484375, a:0.999969482421875, col:-0.1998291015625
1650908760607980377,time:1650908760.6075263, thrl:0.107940673828125, r:0.459686279296875, p:-0.302398681640625, y:0.00146484375, a:0.999969482421875, col:-0.2183837890625
1650908760627816884,time:1650908760.6273963, thrl:0.109893798828125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.276031494140625
1650908760648184263,time:1650908760.647802, thrl:0.109893798828125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.299468994140625
1650908760670464437,time:1650908760.6700654, thrl:0.110870361328125, r:0.480194091796875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.33758544921875
1650908760688645452,time:1650908760.6880112, thrl:0.110870361328125, r:0.480194091796875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.35223388671875
1650908760708471350,time:1650908760.7081313, thrl:0.105987548828125, r:0.480194091796875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.35223388671875
1650908760727653533,time:1650908760.7273192, thrl:0.104034423828125, r:0.480194091796875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.387420654296875
1650908760748028714,time:1650908760.7475688, thrl:0.089385986328125, r:0.483123779296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.407928466796875
1650908760769356784,time:1650908760.7682438, thrl:0.082550048828125, r:0.498748779296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.407928466796875
1650908760787681566,time:1650908760.7873664, thrl:0.04345703125, r:0.498748779296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.407928466796875
1650908760807888850,time:1650908760.807591, thrl:0.02392578125, r:0.483123779296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.407928466796875
1650908760827501343,time:1650908760.8272097, thrl:0.00830078125, r:0.477264404296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.407928466796875
1650908760847531240,time:1650908760.8473024, thrl:0.00830078125, r:0.477264404296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.408905029296875
1650908760868126654,time:1650908760.8678958, thrl:-0.005401611328125, r:0.477264404296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.446014404296875
1650908760888199352,time:1650908760.887634, thrl:-0.020050048828125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.446014404296875
1650908760910570892,time:1650908760.9100068, thrl:-0.026885986328125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.446014404296875
1650908760927955680,time:1650908760.9274542, thrl:-0.043487548828125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.446014404296875
1650908760947970645,time:1650908760.9476674, thrl:-0.057159423828125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.446014404296875
1650908760967630441,time:1650908760.9672446, thrl:-0.057159423828125, r:0.475311279296875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.446014404296875
1650908760988548532,time:1650908760.9877276, thrl:-0.057159423828125, r:0.460662841796875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.445037841796875
1650908761007418897,time:1650908761.0070786, thrl:-0.057159423828125, r:0.44305419921875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.445037841796875
1650908761027801817,time:1650908761.0274823, thrl:-0.057159423828125, r:0.42938232421875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.444061279296875
1650908761049039925,time:1650908761.0476604, thrl:-0.051300048828125, r:0.41571044921875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.444061279296875
1650908761069875569,time:1650908761.0689504, thrl:-0.048370361328125, r:0.40106201171875, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.444061279296875
1650908761088058957,time:1650908761.08776, thrl:-0.034698486328125, r:0.365875244140625, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.443084716796875
1650908761107361235,time:1650908761.107119, thrl:-0.028839111328125, r:0.333648681640625, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.408905029296875
1650908761127944435,time:1650908761.1276731, thrl:-0.009307861328125, r:0.333648681640625, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.392303466796875
1650908761148098054,time:1650908761.1477613, thrl:0.00439453125, r:0.327789306640625, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.37274169921875
1650908761167638871,time:1650908761.167371, thrl:0.00439453125, r:0.325836181640625, p:-0.302398681640625, y:0.00048828125, a:0.999969482421875, col:-0.34051513671875
1650908761187549124,time:1650908761.187217, thrl:0.00439453125, r:0.3101806640625, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.34051513671875
1650908761207922423,time:1650908761.207558, thrl:0.00439453125, r:0.3101806640625, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.34051513671875
1650908761227889616,time:1650908761.2275345, thrl:0.00439453125, r:0.325836181640625, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.33953857421875
1650908761247686100,time:1650908761.2473488, thrl:0.00439453125, r:0.325836181640625, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.33953857421875
1650908761268115917,time:1650908761.2677763, thrl:0.00439453125, r:0.356109619140625, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.33953857421875
1650908761287934357,time:1650908761.287708, thrl:0.00439453125, r:0.363922119140625, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.33953857421875
1650908761307380461,time:1650908761.30708, thrl:0.00439453125, r:0.40496826171875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.33856201171875
1650908761328530498,time:1650908761.3280969, thrl:-0.002471923828125, r:0.42449951171875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.33856201171875
1650908761347577319,time:1650908761.3472557, thrl:-0.006378173828125, r:0.44305419921875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.305328369140625
1650908761368949085,time:1650908761.3683178, thrl:-0.006378173828125, r:0.458709716796875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.305328369140625
1650908761388028200,time:1650908761.3877156, thrl:-0.006378173828125, r:0.458709716796875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.305328369140625
1650908761407684783,time:1650908761.4073477, thrl:-0.008331298828125, r:0.458709716796875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.305328369140625
1650908761428190579,time:1650908761.4277823, thrl:-0.009307861328125, r:0.474334716796875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.304351806640625
1650908761448123314,time:1650908761.4477682, thrl:-0.010284423828125, r:0.488983154296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.304351806640625
1650908761469084043,time:1650908761.4686263, thrl:-0.010284423828125, r:0.488983154296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.303375244140625
1650908761488072154,time:1650908761.487776, thrl:-0.024932861328125, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.303375244140625
1650908761512243170,time:1650908761.5115185, thrl:-0.030792236328125, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.303375244140625
1650908761528589001,time:1650908761.527914, thrl:-0.032745361328125, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761548427056,time:1650908761.5480742, thrl:-0.049346923828125, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761567620463,time:1650908761.567219, thrl:-0.06500244140625, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761588057811,time:1650908761.5876691, thrl:-0.07476806640625, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761610065967,time:1650908761.6095595, thrl:-0.09039306640625, r:0.502655029296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761627516595,time:1650908761.627199, thrl:-0.09625244140625, r:0.488983154296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761647346051,time:1650908761.647066, thrl:-0.11187744140625, r:0.475311279296875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.302398681640625
1650908761668326835,time:1650908761.6680298, thrl:-0.11773681640625, r:0.44598388671875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761687726882,time:1650908761.687412, thrl:-0.11773681640625, r:0.44598388671875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761707339668,time:1650908761.7070398, thrl:-0.12847900390625, r:0.44598388671875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761728366498,time:1650908761.728067, thrl:-0.132415771484375, r:0.44598388671875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761747904696,time:1650908761.747603, thrl:-0.132415771484375, r:0.44500732421875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761767731233,time:1650908761.7674222, thrl:-0.132415771484375, r:0.42938232421875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761788005094,time:1650908761.7876892, thrl:-0.132415771484375, r:0.42938232421875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761810054976,time:1650908761.80962, thrl:-0.134368896484375, r:0.42938232421875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761831688261,time:1650908761.8313673, thrl:-0.134368896484375, r:0.42938232421875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.301422119140625
1650908761847928213,time:1650908761.8476183, thrl:-0.135345458984375, r:0.42938232421875, p:-0.302398681640625, y:-0.000518798828125, a:0.999969482421875, col:-0.300445556640625
1650908761870384198,time:1650908761.8698785, thrl:-0.149993896484375, r:0.42938232421875, p:-0.302398681640625, y:-0.001495361328125, a:0.999969482421875, col:-0.300445556640625
