%time,field.data
1646147885394596959,time:1646147885.3943868, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885412971799,time:1646147885.4127781, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885434306463,time:1646147885.434099, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885453072998,time:1646147885.4528735, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885472214742,time:1646147885.4720123, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885495685675,time:1646147885.4952424, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885512987109,time:1646147885.5126803, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885532832218,time:1646147885.5323448, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885552566641,time:1646147885.5522618, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885574069724,time:1646147885.573813, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885592501240,time:1646147885.5922084, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885613412308,time:1646147885.6131022, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885634589306,time:1646147885.6329186, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885656429715,time:1646147885.6562192, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885673324278,time:1646147885.673118, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885693213494,time:1646147885.692995, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885712693506,time:1646147885.7124817, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885732445533,time:1646147885.732, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885753013901,time:1646147885.752808, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885773566515,time:1646147885.7732592, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885793808933,time:1646147885.7934825, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885812697259,time:1646147885.8124866, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885833521465,time:1646147885.8332891, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885853748280,time:1646147885.8534188, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885873113854,time:1646147885.8726182, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885896183709,time:1646147885.8958733, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885913065197,time:1646147885.912662, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885932668157,time:1646147885.932406, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885953957380,time:1646147885.9535203, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885973718567,time:1646147885.9732969, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147885994070331,time:1646147885.9933937, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886012940426,time:1646147886.012444, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886032180795,time:1646147886.0319302, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886053853418,time:1646147886.0533264, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886072799706,time:1646147886.0724142, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886093478056,time:1646147886.0926638, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886112858876,time:1646147886.1124225, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886132399603,time:1646147886.1321096, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886153167240,time:1646147886.1528292, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886172346808,time:1646147886.172103, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886192937776,time:1646147886.192314, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886212638283,time:1646147886.2123444, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886237041985,time:1646147886.236556, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886254304986,time:1646147886.253939, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886273406547,time:1646147886.2730105, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886292378686,time:1646147886.2921145, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886312733190,time:1646147886.3124197, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886332194461,time:1646147886.331928, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886353306352,time:1646147886.3529177, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886373615000,time:1646147886.373201, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886392515104,time:1646147886.3920755, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886412326887,time:1646147886.4120631, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886433248642,time:1646147886.432986, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886452584966,time:1646147886.452244, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886473336368,time:1646147886.4729948, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886492389770,time:1646147886.4920003, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886512822692,time:1646147886.5123303, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886532709126,time:1646147886.5321934, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886553611467,time:1646147886.5531564, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886573364064,time:1646147886.5727057, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886593281764,time:1646147886.5927742, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886612686866,time:1646147886.612325, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886632343093,time:1646147886.6320245, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886653242541,time:1646147886.6529663, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886672674767,time:1646147886.6722116, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886692635752,time:1646147886.6922932, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886713042123,time:1646147886.7125216, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886732498041,time:1646147886.7322223, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886753387514,time:1646147886.7529347, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886772994166,time:1646147886.7726583, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886792477300,time:1646147886.7920845, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886812706882,time:1646147886.81239, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886832227088,time:1646147886.8319583, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886852879182,time:1646147886.8523724, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886872722899,time:1646147886.8722074, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886892527144,time:1646147886.8921473, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886912554150,time:1646147886.9122512, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886932242859,time:1646147886.9319701, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886952473745,time:1646147886.9521737, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886973136415,time:1646147886.9726436, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147886992540084,time:1646147886.9920738, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887012488318,time:1646147887.012214, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887032428792,time:1646147887.03216, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887053473763,time:1646147887.0528727, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887072982833,time:1646147887.0725608, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887092343641,time:1646147887.0919805, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887112648682,time:1646147887.112322, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887132408214,time:1646147887.1321359, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887153226603,time:1646147887.1528769, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887172967575,time:1646147887.172478, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887192571161,time:1646147887.1921582, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887212749441,time:1646147887.2123601, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887235118767,time:1646147887.2345665, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887253017291,time:1646147887.2526, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887272607056,time:1646147887.272189, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887292338997,time:1646147887.2919662, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887312563914,time:1646147887.3120928, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887332457990,time:1646147887.3320832, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887353017767,time:1646147887.3523695, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887372757834,time:1646147887.3720818, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887392751950,time:1646147887.392417, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887412533515,time:1646147887.4121454, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887434822330,time:1646147887.4337533, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887453074086,time:1646147887.4526951, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887473222069,time:1646147887.4723353, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887493497646,time:1646147887.4926875, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887516270110,time:1646147887.515681, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887533141896,time:1646147887.5328238, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887552896023,time:1646147887.5526667, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887572897389,time:1646147887.572657, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887594030584,time:1646147887.5937948, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887612680391,time:1646147887.612324, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887633688544,time:1646147887.6333718, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887652352161,time:1646147887.6521397, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887672718586,time:1646147887.6722639, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887694886133,time:1646147887.6945891, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
1646147887716260131,time:1646147887.715956, thrl:0.00634765625, r:0.00048828125, p:0.999969482421875, y:-0.005401611328125, a:0.00048828125
