%time,field.ax,field.ay,field.az,field.gx,field.gy,field.gz,field.sysCal,field.accelCal,field.gyroCal,field.magCal,field.dt
1646147975024536565,12.279999732971191,4.760000228881836,-5.0,-6.3125,-202.9375,-1.9375,2.0,3.0,3.0,3.0,5.0
1646147975131757160,7.769999980926514,-0.8199999928474426,-2.859999895095825,-4.8125,-195.3125,-4.25,2.0,3.0,3.0,3.0,5.0
1646147975238474964,9.779999732971191,2.759999990463257,1.2400000095367432,5.375,-173.5,-5.3125,2.0,3.0,3.0,3.0,4.0
1646147975339890485,12.920000076293945,1.4500000476837158,3.5899999141693115,-8.0,-215.9375,0.3125,1.0,3.0,3.0,3.0,5.0
1646147975446714988,11.520000457763672,1.659999966621399,7.78000020980835,-4.75,-230.0625,-10.9375,1.0,3.0,3.0,3.0,3.0
1646147975553295103,5.570000171661377,-4.510000228881836,9.489999771118164,-6.1875,-214.875,-4.125,1.0,3.0,3.0,3.0,4.0
1646147975656949664,-4.389999866485596,-1.909999966621399,9.609999656677246,-10.375,-151.0,1.0,1.0,3.0,3.0,3.0,3.0
1646147975761412412,0.7099999785423279,2.5299999713897705,1.5099999904632568,-16.4375,-37.25,0.9375,1.0,3.0,3.0,3.0,3.0
1646147975864899424,7.329999923706055,2.5299999713897705,-12.359999656677246,41.0625,21.3125,-2.875,1.0,3.0,3.0,3.0,3.0
1646147975969811734,7.570000171661377,2.880000114440918,-10.460000038146973,6.625,12.0625,-4.5625,1.0,3.0,3.0,3.0,3.0
1646147976070595158,3.6500000953674316,2.5,-8.470000267028809,3.875,4.4375,-7.125,1.0,3.0,3.0,3.0,5.0
1646147976175897799,-1.1699999570846558,-2.950000047683716,2.380000114440918,-27.4375,-74.375,-8.3125,1.0,3.0,3.0,3.0,6.0
1646147976279662561,1.8300000429153442,-2.190000057220459,4.340000152587891,-23.5625,-88.25,-7.125,1.0,3.0,3.0,3.0,4.0
1646147976386283291,0.05999999865889549,1.7000000476837158,3.0199999809265137,-16.625,-94.375,-5.8125,2.0,3.0,3.0,3.0,5.0
1646147976493331202,-7.880000114440918,-1.9800000190734863,3.740000009536743,-9.625,-88.25,-8.75,2.0,3.0,3.0,3.0,6.0
1646147976595424132,-6.139999866485596,-1.2400000095367432,1.9700000286102295,-7.3125,-62.5,3.125,2.0,3.0,3.0,3.0,5.0
1646147976702216860,-0.550000011920929,4.349999904632568,0.6499999761581421,-13.3125,-35.625,-5.0,2.0,3.0,3.0,3.0,4.0
1646147976808845427,-4.360000133514404,0.5,1.0099999904632568,-5.4375,15.0625,-6.0625,2.0,3.0,3.0,3.0,3.0
1646147976911043173,-4.21999979019165,-0.5099999904632568,1.2300000190734863,-11.9375,-7.9375,-3.1875,2.0,3.0,3.0,3.0,4.0
1646147977018906781,-0.38999998569488525,3.5199999809265137,-3.0999999046325684,-21.8125,-3.4375,-2.375,2.0,3.0,3.0,3.0,3.0
1646147977124728352,-8.130000114440918,-1.7400000095367432,-0.8100000023841858,-7.9375,13.5625,0.4375,2.0,3.0,3.0,3.0,4.0
1646147977230742294,-0.4099999964237213,1.2599999904632568,-1.4500000476837158,6.625,27.75,0.0625,3.0,3.0,3.0,3.0,5.0
1646147977340486125,-4.28000020980835,-2.990000009536743,-1.7000000476837158,15.0625,17.125,0.875,3.0,3.0,3.0,3.0,3.0
1646147977447039418,-6.260000228881836,-2.2799999713897705,-0.1899999976158142,-10.125,12.5625,-0.8125,3.0,3.0,3.0,3.0,3.0
1646147977553487109,3.2899999618530273,3.1700000762939453,4.090000152587891,8.1875,0.5625,2.375,3.0,3.0,3.0,3.0,5.0
1646147977654871976,3.2899999618530273,2.819999933242798,6.059999942779541,-34.3125,82.75,12.375,3.0,3.0,3.0,3.0,5.0
1646147977763459243,5.78000020980835,2.3299999237060547,6.829999923706055,17.8125,67.5,10.75,3.0,3.0,3.0,3.0,4.0
1646147977863374496,1.5700000524520874,-1.399999976158142,6.989999771118164,-4.9375,37.5625,5.3125,3.0,3.0,3.0,3.0,3.0
1646147977970213976,-3.240000009536743,-3.130000114440918,0.5199999809265137,0.6875,40.0,9.75,3.0,3.0,3.0,3.0,5.0
1646147978076348026,-3.869999885559082,-1.840000033378601,1.2400000095367432,7.3125,25.3125,5.3125,3.0,3.0,3.0,3.0,3.0
1646147978178619524,-2.319999933242798,-4.849999904632568,8.34000015258789,-0.75,-19.4375,2.9375,3.0,3.0,3.0,3.0,4.0
1646147978285283119,-4.150000095367432,-3.430000066757202,17.579999923706055,42.3125,-20.0,12.25,3.0,3.0,3.0,3.0,3.0
1646147978390261101,0.8399999737739563,2.640000104904175,12.140000343322754,43.875,14.625,16.125,2.0,3.0,3.0,3.0,3.0
1646147978494937155,-0.699999988079071,-4.889999866485596,0.6200000047683716,29.5625,45.0,16.4375,2.0,3.0,3.0,3.0,5.0
1646147978598962248,1.1699999570846558,1.2400000095367432,-11.09000015258789,20.6875,30.8125,3.75,2.0,3.0,3.0,3.0,5.0
1646147978702626060,2.5299999713897705,2.180000066757202,-10.449999809265137,33.75,24.6875,0.375,2.0,3.0,3.0,3.0,5.0
1646147978807177066,1.899999976158142,-0.36000001430511475,-6.630000114440918,57.625,16.1875,-0.625,2.0,3.0,3.0,3.0,3.0
1646147978910839759,-0.8799999952316284,-5.28000020980835,-3.430000066757202,57.75,5.9375,-3.625,2.0,3.0,3.0,3.0,4.0
1646147979014661398,8.479999542236328,-2.309999942779541,-7.409999847412109,41.875,-7.5625,-7.0,2.0,3.0,3.0,3.0,6.0
1646147979126823975,4.960000038146973,-0.8600000143051147,-2.109999895095825,23.375,-6.125,-8.1875,3.0,3.0,3.0,3.0,4.0
1646147979230509320,-0.550000011920929,-5.78000020980835,0.14000000059604645,45.5625,6.375,-7.5625,2.0,3.0,3.0,3.0,4.0
1646147979331001996,7.579999923706055,-1.8700000047683716,-3.1600000858306885,34.125,3.875,-9.1875,2.0,3.0,3.0,3.0,3.0
1646147979434709896,2.0,-3.9200000762939453,3.0299999713897705,-17.5,-8.875,-13.6875,1.0,3.0,3.0,3.0,4.0
1646147979539811893,5.909999847412109,-3.619999885559082,4.130000114440918,-1.0,-21.875,-5.9375,1.0,3.0,3.0,3.0,3.0
1646147979645611845,8.34000015258789,-0.5299999713897705,4.03000020980835,-22.125,-29.625,-7.125,1.0,3.0,3.0,3.0,6.0
1646147979747723178,-1.7000000476837158,-6.639999866485596,6.559999942779541,-22.75,-60.9375,-3.125,1.0,3.0,3.0,3.0,3.0
1646147979852971384,-2.930000066757202,-7.079999923706055,5.179999828338623,9.1875,-32.0625,-3.0625,1.0,3.0,3.0,3.0,3.0
1646147979954830536,4.909999847412109,-2.2100000381469727,2.0199999809265137,7.5,-0.375,-11.0,2.0,3.0,3.0,3.0,4.0
1646147980058729850,5.179999828338623,0.03999999910593033,2.4600000381469727,-3.3125,17.75,-3.5625,2.0,3.0,3.0,3.0,3.0
1646147980162929986,2.0,-0.949999988079071,11.65999984741211,-35.875,17.625,7.75,2.0,3.0,3.0,3.0,5.0
1646147980267388168,2.640000104904175,1.840000033378601,7.239999771118164,-47.75,5.5625,6.4375,2.0,3.0,3.0,3.0,3.0
1646147980371157145,3.819999933242798,2.5199999809265137,1.4700000286102295,-52.8125,1.8125,10.1875,2.0,3.0,3.0,3.0,4.0
1646147980474850892,4.269999980926514,3.059999942779541,1.2599999904632568,-46.375,-0.8125,17.75,2.0,3.0,3.0,3.0,3.0
1646147980580001638,2.380000114440918,3.0899999141693115,2.200000047683716,-8.75,-12.9375,-0.5,2.0,3.0,3.0,3.0,5.0
1646147980683111172,0.029999999329447746,2.569999933242798,2.359999895095825,5.375,-17.8125,2.375,2.0,3.0,3.0,3.0,4.0
1646147980787293550,-2.3399999141693115,-1.190000057220459,13.65999984741211,10.5625,-43.75,4.3125,2.0,3.0,3.0,3.0,4.0
1646147980890904724,-6.449999809265137,-1.9500000476837158,13.8100004196167,-51.5625,-368.875,16.625,2.0,3.0,3.0,3.0,5.0
1646147980994867012,-9.930000305175781,0.11999999731779099,9.380000114440918,-1.3125,-212.9375,-1.5625,2.0,3.0,3.0,3.0,5.0
1646147981099403535,-9.680000305175781,-3.1500000953674316,4.579999923706055,39.25,-188.6875,13.125,2.0,3.0,3.0,3.0,3.0
1646147981203212139,-10.720000267028809,1.6299999952316284,2.0899999141693115,12.8125,-193.5,2.75,2.0,3.0,3.0,3.0,3.0
1646147981306894189,-4.300000190734863,2.7899999618530273,-0.33000001311302185,-8.0625,-207.3125,0.5625,2.0,3.0,3.0,3.0,3.0
1646147981414946406,-9.220000267028809,-2.940000057220459,0.8899999856948853,-3.0625,-208.875,-5.3125,2.0,3.0,3.0,3.0,3.0
1646147981518767667,-8.75,3.0199999809265137,0.7599999904632568,0.375,-216.375,-5.0,2.0,3.0,3.0,3.0,4.0
1646147981730709238,8.050000190734863,4.659999847412109,-2.990000009536743,1.75,-202.5,2.5,2.0,3.0,3.0,3.0,6.0
1646147981830835873,2.5299999713897705,-1.5399999618530273,-0.28999999165534973,2.625,-208.125,-4.4375,2.0,3.0,3.0,3.0,3.0
1646147981935593620,4.320000171661377,2.5,-2.059999942779541,-4.5625,-197.375,-3.875,2.0,3.0,3.0,3.0,4.0
1646147982038678858,11.210000038146973,3.690000057220459,0.18000000715255737,-10.8125,-183.5625,-2.375,1.0,3.0,3.0,3.0,3.0
1646147982142829637,13.210000038146973,2.549999952316284,7.190000057220459,-3.0625,-207.5625,-5.875,1.0,3.0,3.0,3.0,6.0
1646147982247045197,5.639999866485596,-4.380000114440918,9.350000381469727,-2.0,-196.75,13.1875,1.0,3.0,3.0,3.0,4.0
1646147982351537505,1.690000057220459,-3.4000000953674316,9.5600004196167,4.75,-216.4375,0.25,1.0,3.0,3.0,3.0,5.0
1646147982454723040,1.9900000095367432,-0.5600000023841858,11.3100004196167,-15.9375,-202.125,-5.375,1.0,3.0,3.0,3.0,3.0
1646147982561057666,-0.3799999952316284,-3.0,6.96999979019165,3.0625,-142.0625,-6.625,1.0,3.0,3.0,3.0,5.0
1646147982662768409,1.5299999713897705,2.8399999141693115,-7.840000152587891,43.0625,26.8125,-3.4375,1.0,3.0,3.0,3.0,4.0
1646147982769583846,2.8499999046325684,2.240000009536743,-6.989999771118164,8.6875,-9.1875,-1.9375,1.0,3.0,3.0,3.0,4.0
1646147982874007171,-0.7599999904632568,-2.2100000381469727,-5.710000038146973,-3.0625,4.5625,-3.9375,0.0,3.0,3.0,3.0,4.0
1646147982974622042,-2.7899999618530273,-4.230000019073486,-1.6299999952316284,-3.0,2.6875,-7.75,0.0,3.0,3.0,3.0,4.0
1646147983078837884,5.539999961853027,-0.46000000834465027,2.5,-37.4375,-10.5,-14.5625,0.0,3.0,3.0,3.0,3.0
1646147983184796587,1.3200000524520874,-0.38999998569488525,4.710000038146973,2.0,-57.9375,-10.25,0.0,3.0,3.0,3.0,3.0
1646147983286780082,-4.909999847412109,-2.0,6.590000152587891,0.4375,-58.0625,-4.1875,0.0,3.0,3.0,3.0,3.0
1646147983390723598,-4.090000152587891,-5.769999980926514,5.150000095367432,3.8125,-43.1875,-0.4375,2.0,3.0,3.0,3.0,3.0
1646147983494672926,-1.0399999618530273,-3.259999990463257,4.179999828338623,9.5625,-39.3125,1.1875,3.0,3.0,3.0,3.0,3.0
1646147983598759843,3.5999999046325684,1.2300000190734863,-2.0299999713897705,9.8125,-8.625,2.25,3.0,3.0,3.0,3.0,5.0
1646147983704877031,0.8899999856948853,3.0,-2.2100000381469727,8.625,7.25,4.125,3.0,3.0,3.0,3.0,6.0
1646147983807865061,-2.1500000953674316,0.3799999952316284,-1.8200000524520874,-2.25,20.6875,0.8125,3.0,3.0,3.0,3.0,5.0
1646147983911472721,-5.980000019073486,-2.4600000381469727,1.7300000190734863,16.875,18.0625,1.3125,3.0,3.0,3.0,3.0,6.0
1646147984014893355,-6.699999809265137,-6.210000038146973,2.609999895095825,11.125,1.875,-1.125,3.0,3.0,3.0,3.0,3.0
1646147984119187913,-2.5799999237060547,-3.950000047683716,-0.8999999761581421,-26.5,-6.375,-1.1875,2.0,3.0,3.0,3.0,3.0
1646147984223129638,3.390000104904175,-0.18000000715255737,-1.940000057220459,-11.375,16.75,-3.375,1.0,3.0,3.0,3.0,4.0
1646147984331105301,3.9100000858306885,1.7300000190734863,-0.8899999856948853,-6.6875,31.3125,1.125,1.0,3.0,3.0,3.0,5.0
1646147984434708413,2.880000114440918,0.6700000166893005,1.2699999809265137,17.625,17.5,3.3125,1.0,3.0,3.0,3.0,3.0
1646147984538638806,-1.5800000429153442,-1.0700000524520874,3.0199999809265137,-1.625,8.75,0.0,1.0,3.0,3.0,3.0,3.0
1646147984644535792,-4.230000019073486,-1.149999976158142,7.559999942779541,-16.6875,11.3125,1.9375,1.0,3.0,3.0,3.0,4.0
1646147984747036987,-3.630000114440918,1.5499999523162842,5.599999904632568,-12.5,-18.6875,-0.9375,1.0,3.0,3.0,3.0,4.0
