%time,field.data
1650909138424853873,time:1650909138.4244215, thrl:0.40887451171875, r:0.073760986328125, p:-0.7537841796875, y:0.17633056640625, a:0.999969482421875, col:-0.161712646484375
1650909138439246475,time:1650909138.438906, thrl:0.40203857421875, r:0.073760986328125, p:-0.7537841796875, y:0.17535400390625, a:0.999969482421875, col:-0.161712646484375
1650909138459453752,time:1650909138.4592154, thrl:0.361968994140625, r:0.073760986328125, p:-0.7537841796875, y:0.15972900390625, a:0.999969482421875, col:-0.179290771484375
1650909138479671538,time:1650909138.479194, thrl:0.356109619140625, r:0.073760986328125, p:-0.7537841796875, y:0.15972900390625, a:0.999969482421875, col:-0.1949462890625
1650909138500315341,time:1650909138.500094, thrl:0.334625244140625, r:0.073760986328125, p:-0.7537841796875, y:0.123565673828125, a:0.999969482421875, col:-0.2301025390625
1650909138520798703,time:1650909138.520381, thrl:0.323883056640625, r:0.073760986328125, p:-0.7537841796875, y:0.091339111328125, a:0.999969482421875, col:-0.269195556640625
1650909138539465790,time:1650909138.5391605, thrl:0.322906494140625, r:0.073760986328125, p:-0.7537841796875, y:0.076690673828125, a:0.999969482421875, col:-0.269195556640625
1650909138559349725,time:1650909138.5591152, thrl:0.322906494140625, r:0.073760986328125, p:-0.7537841796875, y:0.076690673828125, a:0.999969482421875, col:-0.269195556640625
1650909138579541826,time:1650909138.579259, thrl:0.3218994140625, r:0.073760986328125, p:-0.7537841796875, y:0.076690673828125, a:0.999969482421875, col:-0.271148681640625
1650909138600458943,time:1650909138.6001487, thrl:0.3218994140625, r:0.073760986328125, p:-0.7537841796875, y:0.06201171875, a:0.999969482421875, col:-0.311187744140625
1650909138621363785,time:1650909138.621107, thrl:0.3209228515625, r:0.073760986328125, p:-0.7537841796875, y:0.06201171875, a:0.999969482421875, col:-0.32684326171875
1650909138639325882,time:1650909138.6390934, thrl:0.3199462890625, r:0.073760986328125, p:-0.7537841796875, y:0.06201171875, a:0.999969482421875, col:-0.32684326171875
1650909138659986039,time:1650909138.6596856, thrl:0.3189697265625, r:0.073760986328125, p:-0.7537841796875, y:0.06201171875, a:0.999969482421875, col:-0.32684326171875
1650909138679203472,time:1650909138.6789827, thrl:0.3189697265625, r:0.073760986328125, p:-0.7537841796875, y:0.06103515625, a:0.999969482421875, col:-0.32781982421875
1650909138699718236,time:1650909138.699487, thrl:0.3189697265625, r:0.067901611328125, p:-0.7537841796875, y:0.06103515625, a:0.999969482421875, col:-0.32781982421875
1650909138719354938,time:1650909138.71913, thrl:0.3189697265625, r:0.067901611328125, p:-0.7537841796875, y:0.06005859375, a:0.999969482421875, col:-0.32781982421875
1650909138740005792,time:1650909138.7397835, thrl:0.3189697265625, r:0.067901611328125, p:-0.7537841796875, y:0.05908203125, a:0.999969482421875, col:-0.32879638671875
1650909138760133688,time:1650909138.7598042, thrl:0.3189697265625, r:0.066925048828125, p:-0.7537841796875, y:0.05810546875, a:0.999969482421875, col:-0.32977294921875
1650909138779494376,time:1650909138.7792754, thrl:0.3189697265625, r:0.066925048828125, p:-0.7537841796875, y:0.05810546875, a:0.999969482421875, col:-0.32977294921875
1650909138800252095,time:1650909138.7999382, thrl:0.3189697265625, r:0.066925048828125, p:-0.7537841796875, y:0.05810546875, a:0.999969482421875, col:-0.32977294921875
1650909138818886534,time:1650909138.8186688, thrl:0.324859619140625, r:0.065948486328125, p:-0.7537841796875, y:0.05712890625, a:0.999969482421875, col:-0.34832763671875
1650909138839074029,time:1650909138.8388786, thrl:0.324859619140625, r:0.065948486328125, p:-0.7537841796875, y:0.05517578125, a:0.999969482421875, col:-0.36590576171875
1650909138861094546,time:1650909138.8608036, thrl:0.327789306640625, r:0.065948486328125, p:-0.7537841796875, y:0.03271484375, a:0.999969482421875, col:-0.399139404296875
1650909138878990769,time:1650909138.8787596, thrl:0.327789306640625, r:0.065948486328125, p:-0.7537841796875, y:0.03271484375, a:0.999969482421875, col:-0.419647216796875
1650909138899394801,time:1650909138.8991728, thrl:0.328765869140625, r:0.065948486328125, p:-0.7537841796875, y:0.03173828125, a:0.999969482421875, col:-0.419647216796875
1650909138919205892,time:1650909138.9189854, thrl:0.346343994140625, r:0.065948486328125, p:-0.7537841796875, y:0.03076171875, a:0.999969482421875, col:-0.419647216796875
1650909138940608653,time:1650909138.9404194, thrl:0.350250244140625, r:0.03369140625, p:-0.7537841796875, y:0.02978515625, a:0.999969482421875, col:-0.419647216796875
1650909138960098571,time:1650909138.9596395, thrl:0.353179931640625, r:0.01904296875, p:-0.7537841796875, y:0.02880859375, a:0.999969482421875, col:-0.419647216796875
1650909138979493459,time:1650909138.9791656, thrl:0.367828369140625, r:0.01220703125, p:-0.7537841796875, y:0.02880859375, a:0.999969482421875, col:-0.419647216796875
1650909139000900316,time:1650909139.0003307, thrl:0.367828369140625, r:0.01220703125, p:-0.7537841796875, y:0.02880859375, a:0.999969482421875, col:-0.419647216796875
1650909139019632563,time:1650909139.0190175, thrl:0.367828369140625, r:0.00830078125, p:-0.7537841796875, y:0.02880859375, a:0.999969482421875, col:-0.419647216796875
1650909139039541823,time:1650909139.0392911, thrl:0.367828369140625, r:0.01318359375, p:-0.7537841796875, y:0.02880859375, a:0.999969482421875, col:-0.419647216796875
1650909139060038699,time:1650909139.0596514, thrl:0.373687744140625, r:0.03369140625, p:-0.7537841796875, y:0.02880859375, a:0.999969482421875, col:-0.463623046875
1650909139081196494,time:1650909139.080658, thrl:0.39324951171875, r:0.05517578125, p:-0.7537841796875, y:0.04541015625, a:0.999969482421875, col:-0.470458984375
1650909139099357518,time:1650909139.0990672, thrl:0.40887451171875, r:0.06103515625, p:-0.7537841796875, y:0.066925048828125, a:0.999969482421875, col:-0.470458984375
1650909139119269445,time:1650909139.1189764, thrl:0.41473388671875, r:0.06103515625, p:-0.7537841796875, y:0.066925048828125, a:0.999969482421875, col:-0.470458984375
1650909139139818241,time:1650909139.1394713, thrl:0.41766357421875, r:0.06005859375, p:-0.7537841796875, y:0.066925048828125, a:0.999969482421875, col:-0.470458984375
1650909139160005571,time:1650909139.1594875, thrl:0.41766357421875, r:0.06396484375, p:-0.7537841796875, y:0.067901611328125, a:0.999969482421875, col:-0.470458984375
1650909139179304300,time:1650909139.1789906, thrl:0.41766357421875, r:0.13140869140625, p:-0.7537841796875, y:0.069854736328125, a:0.999969482421875, col:-0.474365234375
1650909139200490448,time:1650909139.200305, thrl:0.41766357421875, r:0.14996337890625, p:-0.7537841796875, y:0.070831298828125, a:0.999969482421875, col:-0.474365234375
1650909139219599199,time:1650909139.2191124, thrl:0.41180419921875, r:0.18316650390625, p:-0.7537841796875, y:0.071807861328125, a:0.999969482421875, col:-0.474365234375
1650909139239259827,time:1650909139.2389271, thrl:0.38934326171875, r:0.210540771484375, p:-0.7537841796875, y:0.072784423828125, a:0.999969482421875, col:-0.474365234375
1650909139259334375,time:1650909139.2590458, thrl:0.378570556640625, r:0.241790771484375, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139279119334,time:1650909139.278812, thrl:0.378570556640625, r:0.2603759765625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139301137646,time:1650909139.3005075, thrl:0.378570556640625, r:0.3033447265625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139323587043,time:1650909139.323204, thrl:0.378570556640625, r:0.3092041015625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139339549055,time:1650909139.3391528, thrl:0.378570556640625, r:0.3121337890625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139360401124,time:1650909139.3596215, thrl:0.378570556640625, r:0.3121337890625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139379937629,time:1650909139.3795116, thrl:0.378570556640625, r:0.3121337890625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139401185771,time:1650909139.400664, thrl:0.377593994140625, r:0.3131103515625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139419191761,time:1650909139.4188242, thrl:0.377593994140625, r:0.3131103515625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139440975089,time:1650909139.440573, thrl:0.376617431640625, r:0.328765869140625, p:-0.7537841796875, y:0.073760986328125, a:0.999969482421875, col:-0.474365234375
1650909139461231808,time:1650909139.4608445, thrl:0.375640869140625, r:0.342437744140625, p:-0.7537841796875, y:0.06005859375, a:0.999969482421875, col:-0.458740234375
1650909139480284834,time:1650909139.4796145, thrl:0.375640869140625, r:0.348297119140625, p:-0.7537841796875, y:0.06005859375, a:0.999969482421875, col:-0.415740966796875
1650909139500198621,time:1650909139.4997957, thrl:0.375640869140625, r:0.351226806640625, p:-0.7537841796875, y:0.06005859375, a:0.999969482421875, col:-0.37469482421875
1650909139519868112,time:1650909139.5191712, thrl:0.374664306640625, r:0.352203369140625, p:-0.7537841796875, y:0.074737548828125, a:0.999969482421875, col:-0.306304931640625
1650909139539488751,time:1650909139.5390887, thrl:0.374664306640625, r:0.353179931640625, p:-0.7537841796875, y:0.105010986328125, a:0.999969482421875, col:-0.187103271484375
1650909139561095956,time:1650909139.5607562, thrl:0.373687744140625, r:0.353179931640625, p:-0.7537841796875, y:0.105010986328125, a:0.999969482421875, col:-0.162689208984375
1650909139579444944,time:1650909139.578915, thrl:0.373687744140625, r:0.3082275390625, p:-0.7537841796875, y:0.090362548828125, a:0.999969482421875, col:-0.162689208984375
1650909139599407129,time:1650909139.5990782, thrl:0.373687744140625, r:0.2603759765625, p:-0.7537841796875, y:0.071807861328125, a:0.999969482421875, col:-0.142181396484375
1650909139619289654,time:1650909139.6189418, thrl:0.331695556640625, r:0.204681396484375, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.10406494140625
1650909139639732514,time:1650909139.639261, thrl:0.331695556640625, r:0.204681396484375, p:-0.7537841796875, y:0.05322265625, a:0.999969482421875, col:-0.08062744140625
1650909139661010876,time:1650909139.6605752, thrl:0.3218994140625, r:0.198822021484375, p:-0.7537841796875, y:0.03955078125, a:0.999969482421875, col:-0.059112548828125
1650909139679544310,time:1650909139.6789978, thrl:0.3082275390625, r:0.198822021484375, p:-0.7537841796875, y:0.03955078125, a:0.999969482421875, col:-0.059112548828125
1650909139699571832,time:1650909139.699227, thrl:0.3082275390625, r:0.17047119140625, p:-0.7537841796875, y:0.03857421875, a:0.999969482421875, col:-0.059112548828125
1650909139719424929,time:1650909139.7190855, thrl:0.3218994140625, r:0.121612548828125, p:-0.7537841796875, y:0.03857421875, a:0.999969482421875, col:-0.059112548828125
1650909139739261167,time:1650909139.7389174, thrl:0.2974853515625, r:-0.000518798828125, p:-0.7537841796875, y:0.03857421875, a:0.999969482421875, col:-0.059112548828125
1650909139760330118,time:1650909139.7599516, thrl:0.2769775390625, r:-0.024932861328125, p:-0.7537841796875, y:0.03857421875, a:0.999969482421875, col:-0.059112548828125
1650909139779934363,time:1650909139.7795477, thrl:0.2711181640625, r:-0.07965087890625, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.029815673828125
1650909139799141776,time:1650909139.7987273, thrl:0.2711181640625, r:-0.156829833984375, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.011260986328125
1650909139819668339,time:1650909139.8192568, thrl:0.250579833984375, r:-0.297515869140625, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.011260986328125
1650909139840752419,time:1650909139.8404098, thrl:0.248626708984375, r:-0.34149169921875, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.011260986328125
1650909139860253494,time:1650909139.859931, thrl:0.248626708984375, r:-0.34832763671875, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.010284423828125
1650909139879569726,time:1650909139.8791003, thrl:0.247650146484375, r:-0.36492919921875, p:-0.7537841796875, y:0.05419921875, a:0.999969482421875, col:-0.010284423828125
1650909139899571588,time:1650909139.8990662, thrl:0.251556396484375, r:-0.388397216796875, p:-0.7537841796875, y:0.068878173828125, a:0.999969482421875, col:-0.009307861328125
1650909139919608270,time:1650909139.9190705, thrl:0.251556396484375, r:-0.388397216796875, p:-0.7537841796875, y:0.068878173828125, a:0.999969482421875, col:-0.009307861328125
1650909139940107492,time:1650909139.9396605, thrl:0.247650146484375, r:-0.394256591796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.008331298828125
1650909139959596462,time:1650909139.9591928, thrl:0.232025146484375, r:-0.394256591796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.008331298828125
1650909139979728344,time:1650909139.9793804, thrl:0.232025146484375, r:-0.394256591796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.008331298828125
1650909140000299036,time:1650909139.9996245, thrl:0.232025146484375, r:-0.394256591796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.008331298828125
1650909140019622971,time:1650909140.019247, thrl:0.232025146484375, r:-0.394256591796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.007354736328125
1650909140039603135,time:1650909140.039169, thrl:0.232025146484375, r:-0.398162841796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.007354736328125
1650909140059954219,time:1650909140.0593739, thrl:0.232025146484375, r:-0.411834716796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.007354736328125
1650909140079838504,time:1650909140.0792441, thrl:0.226165771484375, r:-0.411834716796875, p:-0.7537841796875, y:0.083526611328125, a:0.999969482421875, col:-0.007354736328125
1650909140100157204,time:1650909140.099755, thrl:0.224212646484375, r:-0.411834716796875, p:-0.7537841796875, y:0.12945556640625, a:0.999969482421875, col:-0.007354736328125
1650909140119651048,time:1650909140.119171, thrl:0.215423583984375, r:-0.411834716796875, p:-0.7537841796875, y:0.13922119140625, a:0.999969482421875, col:-0.007354736328125
1650909140139406915,time:1650909140.1390955, thrl:0.215423583984375, r:-0.411834716796875, p:-0.7537841796875, y:0.16168212890625, a:0.999969482421875, col:-0.007354736328125
1650909140160079117,time:1650909140.1594138, thrl:0.215423583984375, r:-0.398162841796875, p:-0.7537841796875, y:0.17633056640625, a:0.999969482421875, col:-0.039581298828125
1650909140180071445,time:1650909140.179736, thrl:0.211517333984375, r:-0.38153076171875, p:-0.7537841796875, y:0.19000244140625, a:0.999969482421875, col:-0.07281494140625
1650909140199841916,time:1650909140.199305, thrl:0.209564208984375, r:-0.36102294921875, p:-0.7537841796875, y:0.205657958984375, a:0.999969482421875, col:-0.09527587890625
1650909140220067051,time:1650909140.2192535, thrl:0.195892333984375, r:-0.34735107421875, p:-0.7537841796875, y:0.219329833984375, a:0.999969482421875, col:-0.09527587890625
1650909140239666327,time:1650909140.2392914, thrl:0.195892333984375, r:-0.34735107421875, p:-0.7537841796875, y:0.219329833984375, a:0.999969482421875, col:-0.09625244140625
1650909140260305860,time:1650909140.2600498, thrl:0.195892333984375, r:-0.34735107421875, p:-0.7537841796875, y:0.233978271484375, a:0.999969482421875, col:-0.09722900390625
1650909140280837196,time:1650909140.2793872, thrl:0.195892333984375, r:-0.34735107421875, p:-0.7537841796875, y:0.248626708984375, a:0.999969482421875, col:-0.09722900390625
1650909140299905593,time:1650909140.2996159, thrl:0.195892333984375, r:-0.33758544921875, p:-0.7537841796875, y:0.2994384765625, a:0.999969482421875, col:-0.174407958984375
1650909140323662192,time:1650909140.3198109, thrl:0.195892333984375, r:-0.33758544921875, p:-0.7537841796875, y:0.3052978515625, a:0.999969482421875, col:-0.192962646484375
1650909140339090735,time:1650909140.3387413, thrl:0.195892333984375, r:-0.33758544921875, p:-0.7537841796875, y:0.323883056640625, a:0.999969482421875, col:-0.192962646484375
1650909140359133427,time:1650909140.3587773, thrl:0.195892333984375, r:-0.33758544921875, p:-0.7537841796875, y:0.323883056640625, a:0.999969482421875, col:-0.192962646484375
1650909140379766896,time:1650909140.3792715, thrl:0.195892333984375, r:-0.34344482421875, p:-0.7537841796875, y:0.323883056640625, a:0.999969482421875, col:-0.192962646484375
1650909140399531999,time:1650909140.399179, thrl:0.194915771484375, r:-0.34735107421875, p:-0.7537841796875, y:0.323883056640625, a:0.999969482421875, col:-0.192962646484375
1650909140419568609,time:1650909140.4191477, thrl:0.18707275390625, r:-0.34832763671875, p:-0.7537841796875, y:0.350250244140625, a:0.999969482421875, col:-0.192962646484375
1650909140439378865,time:1650909140.4390392, thrl:0.18707275390625, r:-0.34832763671875, p:-0.7537841796875, y:0.382476806640625, a:0.999969482421875, col:-0.192962646484375
1650909140461864901,time:1650909140.4615564, thrl:0.18316650390625, r:-0.34832763671875, p:-0.7537841796875, y:0.39910888671875, a:0.999969482421875, col:-0.192962646484375
1650909140480197513,time:1650909140.4794736, thrl:0.18316650390625, r:-0.34832763671875, p:-0.7537841796875, y:0.39910888671875, a:0.999969482421875, col:-0.192962646484375
1650909140499417518,time:1650909140.499196, thrl:0.18316650390625, r:-0.34539794921875, p:-0.7537841796875, y:0.39910888671875, a:0.999969482421875, col:-0.192962646484375
1650909140519623413,time:1650909140.5193195, thrl:0.18218994140625, r:-0.32781982421875, p:-0.7537841796875, y:0.39910888671875, a:0.999969482421875, col:-0.192962646484375
1650909140539730585,time:1650909140.5393476, thrl:0.18121337890625, r:-0.314117431640625, p:-0.7537841796875, y:0.384429931640625, a:0.999969482421875, col:-0.192962646484375
1650909140560015949,time:1650909140.559684, thrl:0.18121337890625, r:-0.314117431640625, p:-0.7537841796875, y:0.342437744140625, a:0.999969482421875, col:-0.192962646484375
1650909140579494774,time:1650909140.5789433, thrl:0.18121337890625, r:-0.314117431640625, p:-0.7537841796875, y:0.2984619140625, a:0.999969482421875, col:-0.192962646484375
1650909140600416063,time:1650909140.5997274, thrl:0.18121337890625, r:-0.314117431640625, p:-0.7537841796875, y:0.236907958984375, a:0.999969482421875, col:-0.192962646484375
1650909140619474873,time:1650909140.619166, thrl:0.18023681640625, r:-0.276031494140625, p:-0.7537841796875, y:0.18023681640625, a:0.999969482421875, col:-0.192962646484375
1650909140639411027,time:1650909140.63917, thrl:0.16363525390625, r:-0.262359619140625, p:-0.7537841796875, y:0.18023681640625, a:0.999969482421875, col:-0.192962646484375
1650909140660130950,time:1650909140.6597693, thrl:0.16363525390625, r:-0.2535400390625, p:-0.7537841796875, y:0.16363525390625, a:0.999969482421875, col:-0.192962646484375
1650909140679353497,time:1650909140.6789975, thrl:0.16363525390625, r:-0.2359619140625, p:-0.7537841796875, y:0.120635986328125, a:0.999969482421875, col:-0.2457275390625
1650909140699351930,time:1650909140.6990714, thrl:0.16363525390625, r:-0.2056884765625, p:-0.7537841796875, y:0.06396484375, a:0.999969482421875, col:-0.261383056640625
1650909140719510860,time:1650909140.7191348, thrl:0.16363525390625, r:-0.2056884765625, p:-0.7537841796875, y:0.04736328125, a:0.999969482421875, col:-0.261383056640625
1650909140740839816,time:1650909140.739861, thrl:0.16363525390625, r:-0.168548583984375, p:-0.7537841796875, y:0.04736328125, a:0.999969482421875, col:-0.261383056640625
1650909140759698987,time:1650909140.7591162, thrl:0.16265869140625, r:-0.149017333984375, p:-0.7537841796875, y:0.04638671875, a:0.999969482421875, col:-0.261383056640625
1650909140779374649,time:1650909140.7790613, thrl:0.14898681640625, r:-0.134368896484375, p:-0.7537841796875, y:0.04638671875, a:0.999969482421875, col:-0.261383056640625
1650909140799036121,time:1650909140.798758, thrl:0.14898681640625, r:-0.12066650390625, p:-0.7537841796875, y:0.04638671875, a:0.999969482421875, col:-0.262359619140625
1650909140819535141,time:1650909140.81913, thrl:0.15484619140625, r:-0.12066650390625, p:-0.7537841796875, y:0.04541015625, a:0.999969482421875, col:-0.283843994140625
1650909140840711642,time:1650909140.8399212, thrl:0.17144775390625, r:-0.135345458984375, p:-0.7537841796875, y:0.04443359375, a:0.999969482421875, col:-0.303375244140625
1650909140859601182,time:1650909140.8590744, thrl:0.17144775390625, r:-0.135345458984375, p:-0.7537841796875, y:0.04345703125, a:0.999969482421875, col:-0.303375244140625
1650909140879787060,time:1650909140.8790407, thrl:0.17144775390625, r:-0.149993896484375, p:-0.7537841796875, y:0.04248046875, a:0.999969482421875, col:-0.303375244140625
1650909140900028172,time:1650909140.899386, thrl:0.16168212890625, r:-0.149993896484375, p:-0.7537841796875, y:0.02587890625, a:0.999969482421875, col:-0.303375244140625
1650909140919981554,time:1650909140.9195228, thrl:0.14508056640625, r:-0.149993896484375, p:-0.7537841796875, y:0.02587890625, a:0.999969482421875, col:-0.303375244140625
1650909140939562487,time:1650909140.9391785, thrl:0.13140869140625, r:-0.144134521484375, p:-0.7537841796875, y:0.02587890625, a:0.999969482421875, col:-0.303375244140625
1650909140959373922,time:1650909140.9589684, thrl:0.125518798828125, r:-0.144134521484375, p:-0.7537841796875, y:0.02490234375, a:0.999969482421875, col:-0.303375244140625
1650909140979595392,time:1650909140.9792337, thrl:0.098175048828125, r:-0.176361083984375, p:-0.7537841796875, y:0.00830078125, a:0.999969482421875, col:-0.303375244140625
1650909140999408295,time:1650909140.999074, thrl:0.076690673828125, r:-0.1959228515625, p:-0.7537841796875, y:0.00830078125, a:0.999969482421875, col:-0.303375244140625
1650909141019136996,time:1650909141.0188062, thrl:0.01806640625, r:-0.273101806640625, p:-0.7537841796875, y:0.00830078125, a:0.999969482421875, col:-0.303375244140625
1650909141039399637,time:1650909141.039027, thrl:0.01318359375, r:-0.33856201171875, p:-0.7537841796875, y:0.00830078125, a:0.999969482421875, col:-0.303375244140625
1650909141060172356,time:1650909141.0597212, thrl:0.01318359375, r:-0.410858154296875, p:-0.7537841796875, y:0.00732421875, a:0.999969482421875, col:-0.284820556640625
1650909141080969958,time:1650909141.0804663, thrl:0.01318359375, r:-0.416717529296875, p:-0.7537841796875, y:0.00732421875, a:0.999969482421875, col:-0.269195556640625
1650909141099586259,time:1650909141.099156, thrl:0.01318359375, r:-0.455810546875, p:-0.7537841796875, y:0.00634765625, a:0.999969482421875, col:-0.269195556640625
1650909141119793367,time:1650909141.1193929, thrl:0.01220703125, r:-0.471435546875, p:-0.7537841796875, y:0.00537109375, a:0.999969482421875, col:-0.269195556640625
1650909141140108508,time:1650909141.1395698, thrl:0.01220703125, r:-0.477294921875, p:-0.7537841796875, y:0.00537109375, a:0.999969482421875, col:-0.268218994140625
1650909141160283032,time:1650909141.1596868, thrl:0.01220703125, r:-0.477294921875, p:-0.7537841796875, y:0.00439453125, a:0.999969482421875, col:-0.268218994140625
1650909141179559379,time:1650909141.1793206, thrl:0.01220703125, r:-0.478271484375, p:-0.7537841796875, y:0.00439453125, a:0.999969482421875, col:-0.267242431640625
1650909141199860735,time:1650909141.1996272, thrl:0.01220703125, r:-0.479248046875, p:-0.7537841796875, y:0.00341796875, a:0.999969482421875, col:-0.266265869140625
1650909141220571220,time:1650909141.220293, thrl:0.01220703125, r:-0.493896484375, p:-0.7537841796875, y:0.00341796875, a:0.999969482421875, col:-0.266265869140625
1650909141240744901,time:1650909141.2395456, thrl:0.01220703125, r:-0.493896484375, p:-0.7537841796875, y:0.00341796875, a:0.999969482421875, col:-0.265289306640625
1650909141260525370,time:1650909141.2603009, thrl:0.01220703125, r:-0.493896484375, p:-0.7537841796875, y:0.00244140625, a:0.999969482421875, col:-0.265289306640625
1650909141280191925,time:1650909141.2799742, thrl:0.02685546875, r:-0.499755859375, p:-0.7537841796875, y:0.00244140625, a:0.999969482421875, col:-0.265289306640625
1650909141299548713,time:1650909141.2992258, thrl:0.02685546875, r:-0.516387939453125, p:-0.7537841796875, y:0.00244140625, a:0.999969482421875, col:-0.2349853515625
1650909141323771111,time:1650909141.320512, thrl:0.02685546875, r:-0.516387939453125, p:-0.7537841796875, y:0.00146484375, a:0.999969482421875, col:-0.2174072265625
1650909141339326118,time:1650909141.3389537, thrl:0.02685546875, r:-0.516387939453125, p:-0.7537841796875, y:0.00146484375, a:0.999969482421875, col:-0.2174072265625
1650909141361620080,time:1650909141.3612702, thrl:0.02685546875, r:-0.516387939453125, p:-0.7537841796875, y:0.00146484375, a:0.999969482421875, col:-0.2174072265625
1650909141379696660,time:1650909141.379296, thrl:0.02685546875, r:-0.516387939453125, p:-0.7537841796875, y:0.00146484375, a:0.999969482421875, col:-0.2174072265625
1650909141400491408,time:1650909141.3999896, thrl:0.02685546875, r:-0.516387939453125, p:-0.7537841796875, y:0.00146484375, a:0.999969482421875, col:-0.2174072265625
1650909141419112474,time:1650909141.418696, thrl:0.02099609375, r:-0.500732421875, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.2398681640625
1650909141439713531,time:1650909141.4392905, thrl:0.01904296875, r:-0.500732421875, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.259429931640625
1650909141459648196,time:1650909141.4593627, thrl:0.01904296875, r:-0.500732421875, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.292633056640625
1650909141479274192,time:1650909141.4789615, thrl:0.01904296875, r:-0.491943359375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.292633056640625
1650909141499435665,time:1650909141.4991646, thrl:0.01904296875, r:-0.491943359375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.32684326171875
1650909141519568167,time:1650909141.5192382, thrl:0.01904296875, r:-0.491943359375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.37762451171875
1650909141539512584,time:1650909141.5391953, thrl:0.01904296875, r:-0.489990234375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.471435546875
1650909141560303147,time:1650909141.5595164, thrl:0.01904296875, r:-0.474365234375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.489013671875
1650909141579406001,time:1650909141.579074, thrl:0.01708984375, r:-0.474365234375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.509521484375
1650909141599466498,time:1650909141.5990605, thrl:0.01611328125, r:-0.474365234375, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.509521484375
1650909141618872430,time:1650909141.6186469, thrl:0.01513671875, r:-0.473388671875, p:-0.7537841796875, y:0.00048828125, a:0.999969482421875, col:-0.549591064453125
1650909141639981941,time:1650909141.6395445, thrl:0.01513671875, r:-0.473388671875, p:-0.7547607421875, y:0.00048828125, a:0.999969482421875, col:-0.565216064453125
1650909141660349945,time:1650909141.6597733, thrl:0.01513671875, r:-0.473388671875, p:-0.7596435546875, y:0.00048828125, a:0.999969482421875, col:-0.58673095703125
1650909141679776948,time:1650909141.67917, thrl:0.01318359375, r:-0.458740234375, p:-0.7635498046875, y:0.00048828125, a:0.999969482421875, col:-0.60040283203125
1650909141699804604,time:1650909141.699382, thrl:0.01318359375, r:-0.458740234375, p:-0.776275634765625, y:0.00048828125, a:0.999969482421875, col:-0.63751220703125
1650909141719918357,time:1650909141.7195866, thrl:0.01318359375, r:-0.458740234375, p:-0.780181884765625, y:0.00048828125, a:0.999969482421875, col:-0.63751220703125
1650909141740352728,time:1650909141.7397645, thrl:0.01318359375, r:-0.458740234375, p:-0.786041259765625, y:0.00048828125, a:0.999969482421875, col:-0.659027099609375
1650909141759948807,time:1650909141.7594619, thrl:0.01318359375, r:-0.457763671875, p:-0.789947509765625, y:0.00048828125, a:0.999969482421875, col:-0.659027099609375
1650909141779161066,time:1650909141.77881, thrl:0.01318359375, r:-0.456787109375, p:-0.790924072265625, y:0.00048828125, a:0.999969482421875, col:-0.660003662109375
1650909141799345756,time:1650909141.7990134, thrl:0.01318359375, r:-0.456787109375, p:-0.790924072265625, y:0.00048828125, a:0.999969482421875, col:-0.660003662109375
