%time,field.data
1650909054119251722,time:1650909054.1189253, thrl:0.00048828125, r:0.00634765625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054139181459,time:1650909054.138491, thrl:0.00048828125, r:0.00634765625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054159108764,time:1650909054.1586044, thrl:0.00146484375, r:0.00634765625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054178844127,time:1650909054.178398, thrl:0.00146484375, r:0.01123046875, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054198624558,time:1650909054.1984174, thrl:0.00146484375, r:0.01416015625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054219706881,time:1650909054.2190726, thrl:0.00146484375, r:0.01416015625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054238952783,time:1650909054.2385905, thrl:0.00146484375, r:0.01513671875, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054259598988,time:1650909054.2590802, thrl:-0.002471923828125, r:0.01513671875, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054279045308,time:1650909054.2787924, thrl:-0.022003173828125, r:0.01611328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054299329421,time:1650909054.2989683, thrl:-0.036651611328125, r:0.01611328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054320020925,time:1650909054.3193848, thrl:-0.046417236328125, r:0.01220703125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054338764534,time:1650909054.3384173, thrl:-0.060089111328125, r:0.01123046875, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.36102294921875
1650909054359614968,time:1650909054.3593507, thrl:-0.060089111328125, r:0.01025390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.321929931640625
1650909054379615398,time:1650909054.3787591, thrl:-0.060089111328125, r:0.00927734375, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.321929931640625
1650909054399078824,time:1650909054.398555, thrl:-0.060089111328125, r:0.00830078125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.303375244140625
1650909054420217387,time:1650909054.4190693, thrl:-0.060089111328125, r:0.00830078125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.303375244140625
1650909054438944298,time:1650909054.4385915, thrl:-0.060089111328125, r:0.00732421875, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.303375244140625
1650909054460503820,time:1650909054.4591608, thrl:-0.060089111328125, r:0.00537109375, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.303375244140625
1650909054478822032,time:1650909054.4785645, thrl:-0.060089111328125, r:0.00537109375, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.303375244140625
1650909054498906388,time:1650909054.4986563, thrl:-0.060089111328125, r:0.00537109375, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.303375244140625
1650909054519509348,time:1650909054.5188587, thrl:-0.051300048828125, r:0.01025390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054538903539,time:1650909054.538341, thrl:-0.036651611328125, r:0.01123046875, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054559052518,time:1650909054.5587857, thrl:-0.036651611328125, r:0.01416015625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054579069909,time:1650909054.5787954, thrl:-0.036651611328125, r:0.01416015625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054598844310,time:1650909054.5985882, thrl:-0.036651611328125, r:0.01611328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054618652708,time:1650909054.6184506, thrl:-0.036651611328125, r:0.01611328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054638921105,time:1650909054.6385853, thrl:-0.030792236328125, r:0.03564453125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054659305975,time:1650909054.6590085, thrl:-0.006378173828125, r:0.04931640625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054678784652,time:1650909054.6785457, thrl:-0.002471923828125, r:0.066925048828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054698703184,time:1650909054.6984391, thrl:-0.002471923828125, r:0.066925048828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054718960836,time:1650909054.7186177, thrl:-0.001495361328125, r:0.098175048828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054739544419,time:1650909054.738986, thrl:-0.001495361328125, r:0.098175048828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054759789986,time:1650909054.7594607, thrl:0.01318359375, r:0.098175048828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054779123285,time:1650909054.7788496, thrl:0.01318359375, r:0.107940673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054799084299,time:1650909054.7988129, thrl:0.01318359375, r:0.107940673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054821486715,time:1650909054.819401, thrl:0.01904296875, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054838767123,time:1650909054.8385353, thrl:0.01904296875, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054859984365,time:1650909054.8593612, thrl:0.02294921875, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054878707295,time:1650909054.878536, thrl:0.03955078125, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054899601656,time:1650909054.8993924, thrl:0.03955078125, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054918780609,time:1650909054.9185648, thrl:0.03955078125, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054939217651,time:1650909054.9389632, thrl:0.05322265625, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054960516915,time:1650909054.9602563, thrl:0.05322265625, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054978750742,time:1650909054.9784775, thrl:0.05322265625, r:0.108917236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909054999179570,time:1650909054.9987984, thrl:0.05322265625, r:0.106964111328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055019853663,time:1650909055.0192425, thrl:0.05322265625, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055039088584,time:1650909055.0388222, thrl:0.05322265625, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055059874748,time:1650909055.0589678, thrl:0.05322265625, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055079931338,time:1650909055.079693, thrl:0.05419921875, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055099712186,time:1650909055.0990355, thrl:0.05419921875, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055120055433,time:1650909055.119656, thrl:0.05419921875, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055140333082,time:1650909055.1391819, thrl:0.05419921875, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055159537858,time:1650909055.1592543, thrl:0.05419921875, r:0.093292236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.268218994140625
1650909055180221329,time:1650909055.1798825, thrl:0.05419921875, r:0.091339111328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.192962646484375
1650909055199369014,time:1650909055.199022, thrl:0.05419921875, r:0.091339111328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.192962646484375
1650909055218721312,time:1650909055.21847, thrl:0.05419921875, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055239004057,time:1650909055.2387538, thrl:0.05517578125, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055258806333,time:1650909055.2585542, thrl:0.05615234375, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055279112596,time:1650909055.2788022, thrl:0.05712890625, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055298991752,time:1650909055.2987428, thrl:0.071807861328125, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055318797769,time:1650909055.3185399, thrl:0.071807861328125, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055339123190,time:1650909055.3387408, thrl:0.071807861328125, r:0.077667236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055359084612,time:1650909055.358788, thrl:0.076690673828125, r:0.076690673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.179290771484375
1650909055379991252,time:1650909055.3793142, thrl:0.076690673828125, r:0.076690673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.180267333984375
1650909055399261132,time:1650909055.3989902, thrl:0.080596923828125, r:0.076690673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.180267333984375
1650909055419862861,time:1650909055.4190927, thrl:0.080596923828125, r:0.076690673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.180267333984375
1650909055439601767,time:1650909055.439256, thrl:0.080596923828125, r:0.090362548828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.181243896484375
1650909055460944515,time:1650909055.460624, thrl:0.098175048828125, r:0.107940673828125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.182220458984375
1650909055479479750,time:1650909055.4791265, thrl:0.098175048828125, r:0.124542236328125, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.182220458984375
1650909055499898038,time:1650909055.499163, thrl:0.098175048828125, r:0.13922119140625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055519273974,time:1650909055.5189593, thrl:0.098175048828125, r:0.13922119140625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055538981771,time:1650909055.5387251, thrl:0.098175048828125, r:0.13922119140625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055558748031,time:1650909055.5584862, thrl:0.099151611328125, r:0.14019775390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055579004772,time:1650909055.57874, thrl:0.099151611328125, r:0.14019775390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055599431591,time:1650909055.5991547, thrl:0.099151611328125, r:0.14019775390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055619080772,time:1650909055.6188345, thrl:0.099151611328125, r:0.14019775390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055639369952,time:1650909055.6389155, thrl:0.100128173828125, r:0.15582275390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2047119140625
1650909055660040342,time:1650909055.6592507, thrl:0.105987548828125, r:0.16949462890625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055679298659,time:1650909055.6788402, thrl:0.105987548828125, r:0.16949462890625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055698661950,time:1650909055.6984537, thrl:0.105987548828125, r:0.16949462890625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055719140644,time:1650909055.7188227, thrl:0.105987548828125, r:0.16949462890625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055738990949,time:1650909055.7386866, thrl:0.105987548828125, r:0.16949462890625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055758982860,time:1650909055.7587323, thrl:0.105987548828125, r:0.16363525390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055779355397,time:1650909055.7791047, thrl:0.105987548828125, r:0.16363525390625, p:-0.7498779296875, y:-0.001495361328125, a:0.999969482421875, col:-0.2056884765625
1650909055799210484,time:1650909055.7987905, thrl:0.105987548828125, r:0.14703369140625, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:-0.2056884765625
1650909055818956388,time:1650909055.8185592, thrl:0.105987548828125, r:0.14703369140625, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:-0.2056884765625
1650909055839231802,time:1650909055.8389788, thrl:0.109893798828125, r:0.14703369140625, p:-0.7498779296875, y:0.01220703125, a:0.999969482421875, col:-0.2056884765625
1650909055859501115,time:1650909055.85914, thrl:0.124542236328125, r:0.14703369140625, p:-0.7498779296875, y:0.01220703125, a:0.999969482421875, col:-0.2056884765625
1650909055879340276,time:1650909055.8789268, thrl:0.124542236328125, r:0.14703369140625, p:-0.7498779296875, y:0.01318359375, a:0.999969482421875, col:-0.2056884765625
1650909055899015932,time:1650909055.8986883, thrl:0.124542236328125, r:0.14703369140625, p:-0.7498779296875, y:0.01318359375, a:0.999969482421875, col:-0.2056884765625
1650909055918741771,time:1650909055.9185321, thrl:0.13824462890625, r:0.127471923828125, p:-0.7498779296875, y:0.01416015625, a:0.999969482421875, col:-0.2056884765625
1650909055939539830,time:1650909055.9391801, thrl:0.14410400390625, r:0.100128173828125, p:-0.7498779296875, y:0.01416015625, a:0.999969482421875, col:-0.2056884765625
1650909055958972607,time:1650909055.9587076, thrl:0.16558837890625, r:0.06298828125, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2056884765625
1650909055978717069,time:1650909055.9784608, thrl:0.16558837890625, r:0.03955078125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2056884765625
1650909055999369240,time:1650909055.9989781, thrl:0.16558837890625, r:0.01416015625, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2056884765625
1650909056019929744,time:1650909056.019365, thrl:0.16558837890625, r:0.00927734375, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2056884765625
1650909056039442390,time:1650909056.0388377, thrl:0.16558837890625, r:0.00927734375, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2047119140625
1650909056059110858,time:1650909056.0587044, thrl:0.18218994140625, r:0.01025390625, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2047119140625
1650909056078814249,time:1650909056.078401, thrl:0.195892333984375, r:0.01416015625, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2047119140625
1650909056098804749,time:1650909056.098449, thrl:0.195892333984375, r:0.01416015625, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2037353515625
1650909056119606119,time:1650909056.119043, thrl:0.209564208984375, r:0.01416015625, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2037353515625
1650909056139250755,time:1650909056.1389534, thrl:0.209564208984375, r:0.01416015625, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2037353515625
1650909056158799003,time:1650909056.1584365, thrl:0.215423583984375, r:0.01025390625, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056179411722,time:1650909056.1791189, thrl:0.215423583984375, r:0.00927734375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056199658548,time:1650909056.1993768, thrl:0.236907958984375, r:0.00927734375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056220169617,time:1650909056.2198474, thrl:0.236907958984375, r:0.00830078125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056238888640,time:1650909056.2385397, thrl:0.236907958984375, r:0.00732421875, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056258999252,time:1650909056.2586105, thrl:0.236907958984375, r:0.00732421875, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056278968379,time:1650909056.2785497, thrl:0.236907958984375, r:0.00537109375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056298832407,time:1650909056.29842, thrl:0.227142333984375, r:0.00537109375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056319511165,time:1650909056.3190837, thrl:0.226165771484375, r:0.00537109375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056339069249,time:1650909056.3386667, thrl:0.209564208984375, r:0.00537109375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2027587890625
1650909056359198781,time:1650909056.3587778, thrl:0.209564208984375, r:0.01416015625, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056380257415,time:1650909056.3798606, thrl:0.209564208984375, r:0.02880859375, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056402831070,time:1650909056.4020154, thrl:0.215423583984375, r:0.03466796875, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056420447758,time:1650909056.4200447, thrl:0.231048583984375, r:0.05322265625, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056439608965,time:1650909056.4390018, thrl:0.244720458984375, r:0.071807861328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056459348297,time:1650909056.4590344, thrl:0.249603271484375, r:0.077667236328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056478670881,time:1650909056.4784253, thrl:0.251556396484375, r:0.095245361328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056499458596,time:1650909056.4990551, thrl:0.251556396484375, r:0.095245361328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056518882715,time:1650909056.5185308, thrl:0.251556396484375, r:0.095245361328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056538866613,time:1650909056.5385413, thrl:0.251556396484375, r:0.095245361328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056559456034,time:1650909056.559107, thrl:0.244720458984375, r:0.095245361328125, p:-0.7498779296875, y:0.01806640625, a:0.999969482421875, col:-0.2017822265625
1650909056578933052,time:1650909056.5785408, thrl:0.242767333984375, r:0.095245361328125, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2017822265625
1650909056601475544,time:1650909056.6010206, thrl:0.229095458984375, r:0.101104736328125, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:-0.2017822265625
1650909056620331071,time:1650909056.6199265, thrl:0.229095458984375, r:0.105010986328125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2017822265625
1650909056638824907,time:1650909056.6384356, thrl:0.229095458984375, r:0.105010986328125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2017822265625
1650909056659209683,time:1650909056.6588564, thrl:0.229095458984375, r:0.105987548828125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2017822265625
1650909056679374682,time:1650909056.6789708, thrl:0.229095458984375, r:0.123565673828125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2017822265625
1650909056699189339,time:1650909056.6987736, thrl:0.229095458984375, r:0.123565673828125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2017822265625
1650909056718920394,time:1650909056.718476, thrl:0.229095458984375, r:0.123565673828125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:-0.2017822265625
1650909056738992932,time:1650909056.7386177, thrl:0.229095458984375, r:0.124542236328125, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056759704095,time:1650909056.7592318, thrl:0.228118896484375, r:0.13824462890625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056779789856,time:1650909056.7791784, thrl:0.228118896484375, r:0.13824462890625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056799177526,time:1650909056.7987635, thrl:0.228118896484375, r:0.15386962890625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056818679816,time:1650909056.8184173, thrl:0.228118896484375, r:0.15386962890625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056839024665,time:1650909056.8386195, thrl:0.228118896484375, r:0.15484619140625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056858757921,time:1650909056.8584404, thrl:0.228118896484375, r:0.16070556640625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056882013307,time:1650909056.8812475, thrl:0.228118896484375, r:0.17926025390625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056899161925,time:1650909056.8987381, thrl:0.228118896484375, r:0.17926025390625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056919115315,time:1650909056.918785, thrl:0.228118896484375, r:0.193939208984375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056938855280,time:1650909056.9385283, thrl:0.228118896484375, r:0.193939208984375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056959159197,time:1650909056.958857, thrl:0.213470458984375, r:0.193939208984375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056978828568,time:1650909056.9785283, thrl:0.202728271484375, r:0.199798583984375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909056999627495,time:1650909056.9992042, thrl:0.195892333984375, r:0.203704833984375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909057018966537,time:1650909057.0186512, thrl:0.19195556640625, r:0.220306396484375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909057038966308,time:1650909057.0387437, thrl:0.17633056640625, r:0.235931396484375, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:-0.2017822265625
1650909057058744835,time:1650909057.0584471, thrl:0.16168212890625, r:0.252532958984375, p:-0.7498779296875, y:0.01416015625, a:0.999969482421875, col:-0.2027587890625
1650909057079091232,time:1650909057.078786, thrl:0.15386962890625, r:0.252532958984375, p:-0.7498779296875, y:0.01416015625, a:0.999969482421875, col:-0.2027587890625
1650909057099024208,time:1650909057.098767, thrl:0.15386962890625, r:0.2584228515625, p:-0.7498779296875, y:0.01318359375, a:0.999969482421875, col:-0.2027587890625
1650909057119101733,time:1650909057.1187305, thrl:0.14996337890625, r:0.2789306640625, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:-0.2037353515625
1650909057138699146,time:1650909057.1383982, thrl:0.14996337890625, r:0.2847900390625, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:-0.2037353515625
1650909057158949092,time:1650909057.1586845, thrl:0.14996337890625, r:0.3023681640625, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:-0.2037353515625
1650909057178937002,time:1650909057.1786768, thrl:0.14996337890625, r:0.3023681640625, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:-0.2047119140625
1650909057198901449,time:1650909057.198642, thrl:0.14996337890625, r:0.3023681640625, p:-0.7498779296875, y:0.00927734375, a:0.999969482421875, col:-0.2047119140625
1650909057218743724,time:1650909057.2184265, thrl:0.14996337890625, r:0.3023681640625, p:-0.7498779296875, y:0.00927734375, a:0.999969482421875, col:-0.2047119140625
1650909057238650827,time:1650909057.2383673, thrl:0.15386962890625, r:0.3023681640625, p:-0.7498779296875, y:0.00830078125, a:0.999969482421875, col:-0.2047119140625
1650909057260846236,time:1650909057.2604392, thrl:0.17242431640625, r:0.3023681640625, p:-0.7498779296875, y:0.00634765625, a:0.999969482421875, col:-0.2047119140625
1650909057279424128,time:1650909057.2790968, thrl:0.17828369140625, r:0.3023681640625, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:-0.2056884765625
1650909057299198706,time:1650909057.2988408, thrl:0.195892333984375, r:0.3023681640625, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:-0.2056884765625
1650909057319029540,time:1650909057.3187077, thrl:0.195892333984375, r:0.2965087890625, p:-0.7498779296875, y:0.00439453125, a:0.999969482421875, col:-0.2056884765625
1650909057339129323,time:1650909057.3387742, thrl:0.200775146484375, r:0.2926025390625, p:-0.7498779296875, y:0.00439453125, a:0.999969482421875, col:-0.2056884765625
1650909057359953058,time:1650909057.3596, thrl:0.201751708984375, r:0.2916259765625, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.2056884765625
1650909057378980269,time:1650909057.378708, thrl:0.201751708984375, r:0.2906494140625, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:-0.2066650390625
1650909057398755934,time:1650909057.3984573, thrl:0.201751708984375, r:0.2896728515625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.2066650390625
1650909057419360580,time:1650909057.4189723, thrl:0.201751708984375, r:0.2760009765625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.2066650390625
1650909057438792975,time:1650909057.4384675, thrl:0.201751708984375, r:0.2760009765625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.2066650390625
1650909057460503108,time:1650909057.4601505, thrl:0.201751708984375, r:0.2691650390625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:-0.2418212890625
1650909057479194990,time:1650909057.4786096, thrl:0.201751708984375, r:0.2691650390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.2418212890625
